Clapeyron Database File,,,,,,,
UNIFAC Unlike Parameters,,,,,,,
species1,SMILES1,species2,SMILES2,A,B,C,source
DMF~|~HCON(..,,CH3NH~|~CH2NH~|~CHNH,,-230.55,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3NH~|~CH2NH~|~CHNH,,1248,-2.79,0,
THF~|~CY-CH2O~|~TRIOXAN,,CH3NH~|~CH2NH~|~CHNH,,295.07,0,0,
CONH2~|~CONHCH3~|~CONHCH2,,CH3NH~|~CH2NH~|~CHNH,,-196.23,-0.0511,0,
(CH2)2SU~|~CH2SUCH,,CH3NH~|~CH2NH~|~CHNH,,1667.89,-7.58704,0.008006,
CH2CL2~|~CHCL2~|~CCL2,,CH3N~|~CH2N,,406.8,-1.524,0,
CCL4,,CH3N~|~CH2N,,-825.9,3.15,0,
ACCL,,CH3N~|~CH2N,,-94.87,-9.612,0.03722,
ACF,,CH3N~|~CH2N,,35.16,0.09722999,0,
DMF~|~HCON(..,,CH3N~|~CH2N,,-311.9,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3N~|~CH2N,,-198.32,1.452,0,
CHCL3,,CH3N~|~CH2N,,-1035.8,3.078,0,
CONH2~|~CONHCH3~|~CONHCH2,,CH3N~|~CH2N,,-66.61,-0.696,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,CH3N~|~CH2N,,-235.61,0,0,
(CH2)2SU~|~CH2SUCH,,CH3N~|~CH2N,,-1780.41,5.71975,-0.00165,
AC2H2N~|~AC2HN~|~AC2N,,ACNH2,,-558.39,1.2436,-0.0007,
CH3CN~|~CH2CN,,ACNH2,,2987,-9.336,0.007147,
CH2CL~|~CHCL~|~CCL,,ACNH2,,-338,3.372,-0.003676,
CCL4,,ACNH2,,2626,-10.59,0.01466,
ACCL,,ACNH2,,1583.8,0,0,
ACNO2,,ACNH2,,1.655,-1.164,0,
DOH,,ACNH2,,-818.8,3.229,0,
DMF~|~HCON(..,,ACNH2,,650.7,0,0,
CY-CH2~|~CY-CH~|~CY-C,,ACNH2,,1091,-0.2657,0,
CONH2~|~CONHCH3~|~CONHCH2,,ACNH2,,-2476.18,10.9894,-0.009617,
CH3CN~|~CH2CN,,AC2H2N~|~AC2HN~|~AC2N,,-2307.8,5.8186,0,
COOH,,AC2H2N~|~AC2HN~|~AC2N,,-2617.7,4.614,0,
CH2CL~|~CHCL~|~CCL,,AC2H2N~|~AC2HN~|~AC2N,,-1592.8,2.8397,0,
CH2CL2~|~CHCL2~|~CCL2,,AC2H2N~|~AC2HN~|~AC2N,,946.79,-4.9886,0,
CCL4,,AC2H2N~|~AC2HN~|~AC2N,,-2111,6.3625,0,
BR,,AC2H2N~|~AC2HN~|~AC2N,,-763.19,0.603,0,
ACF,,AC2H2N~|~AC2HN~|~AC2N,,-1052.5,1.6854,0.0027,
CY-CH2~|~CY-CH~|~CY-C,,AC2H2N~|~AC2HN~|~AC2N,,-5894.1,13.088,0,
THF~|~CY-CH2O~|~TRIOXAN,,AC2H2N~|~AC2HN~|~AC2N,,-1269.7,2.6335,0,
CHCL3,,AC2H2N~|~AC2HN~|~AC2N,,-1646.8,2.7237,0,
CONH2~|~CONHCH3~|~CONHCH2,,AC2H2N~|~AC2HN~|~AC2N,,-2250.64,5.4638,-0.00015,
AC2H2S~|~AC2HS~|~AC2S,,AC2H2N~|~AC2HN~|~AC2N,,4998.6,1.1962,0,
CH2CL~|~CHCL~|~CCL,,CH3CN~|~CH2CN,,-368.7,1.992,0,
CH2CL2~|~CHCL2~|~CCL2,,CH3CN~|~CH2CN,,14.76,0,0,
CCL4,,CH3CN~|~CH2CN,,357.6,0.7676,0,
ACCL,,CH3CN~|~CH2CN,,2331,-9.238001,0.01158,
CH3NO2~|~CH2NO2~|~CHNO2,,CH3CN~|~CH2CN,,-128.21,0.50349,0,
CS2,,CH3CN~|~CH2CN,,434.8,0,0,
CH3SH~|~CH2SH,,CH3CN~|~CH2CN,,41.54,0.646,0,
DOH,,CH3CN~|~CH2CN,,11.72,0.7004,0,
BR,,CH3CN~|~CH2CN,,362.6,0,0,
CH=-C~|~C=-C,,CH3CN~|~CH2CN,,-1428,7.698,0,
ACRY,,CH3CN~|~CH2CN,,-144.7,0,0,
CL-(C=C),,CH3CN~|~CH2CN,,-19.1,1.195,0,
DMF~|~HCON(..,,CH3CN~|~CH2CN,,-160.48,1.0644,0,
COO,,CH3CN~|~CH2CN,,26.8,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3CN~|~CH2CN,,1336,-3.395,0.004586,
THF~|~CY-CH2O~|~TRIOXAN,,CH3CN~|~CH2CN,,56.754,0.89781,0,
CHCL3,,CH3CN~|~CH2CN,,-642.44,2.8574,0,
HCONHCH3~|~HCONHCH2,,CH3CN~|~CH2CN,,-116.794,0.54754,0,
(CH2)2SU~|~CH2SUCH,,CH3CN~|~CH2CN,,180.813,-0.0641231,0,
CH2CL~|~CHCL~|~CCL,,COOH,,702.4,0,0,
CH2CL2~|~CHCL2~|~CCL2,,COOH,,425.97,0,0,
CCL4,,COOH,,213.34,2.1861,0,
ACCL,,COOH,,1000,0,0,
I,,COOH,,780.71,0,0,
BR,,COOH,,753.21,0,0,
CL-(C=C),,COOH,,283.64,1.5491,0,
DMF~|~HCON(..,,COOH,,93.773,0,0,
COO,,COOH,,218.974,-0.8061,0,
CY-CH2~|~CY-CH~|~CY-C,,COOH,,578.3,1.493,0,
THF~|~CY-CH2O~|~TRIOXAN,,COOH,,-140.77,0.309,0,
HCOOH,,COOH,,-14.016,0,0,
CHCL3,,COOH,,-386.93,2.3961,0,
CONH2~|~CONHCH3~|~CONHCH2,,COOH,,-0.29,0,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,COOH,,-244.69,0,0,
CH2CL2~|~CHCL2~|~CCL2,,CH2CL~|~CHCL~|~CCL,,-66.21,0,0,
CCL3,,CH2CL~|~CHCL~|~CCL,,603.29,-3.977,0.0062484,
CCL4,,CH2CL~|~CHCL~|~CCL,,95.05,-0.2348,0,
ACCL,,CH2CL~|~CHCL~|~CCL,,15.62,-1.099,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CH2CL~|~CHCL~|~CCL,,142.1,-0.153,0,
ACNO2,,CH2CL~|~CHCL~|~CCL,,1295,-4.224,0,
CS2,,CH2CL~|~CHCL~|~CCL,,-137.7,0,0,
FURFURAL,,CH2CL~|~CHCL~|~CCL,,-390.6,0,0,
BR,,CH2CL~|~CHCL~|~CCL,,-92.68,-0.01307,0,
CL-(C=C),,CH2CL~|~CHCL~|~CCL,,-207.3,0,0,
DMF~|~HCON(..,,CH2CL~|~CHCL~|~CCL,,-59.29,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CH2CL~|~CHCL~|~CCL,,370.6,-0.322,0,
THF~|~CY-CH2O~|~TRIOXAN,,CH2CL~|~CHCL~|~CCL,,70.075,-1.149,0,
HCOOH,,CH2CL~|~CHCL~|~CCL,,17.052,0,0,
CHCL3,,CH2CL~|~CHCL~|~CCL,,-175.29,0.32745,0,
HCONHCH3~|~HCONHCH2,,CH2CL~|~CHCL~|~CCL,,-151.036,-0.458824,0,
(CH2)2SU~|~CH2SUCH,,CH2CL~|~CHCL~|~CCL,,-313.202,0.4139,0,
CCL3,,CH2CL2~|~CHCL2~|~CCL2,,1468.9,-5,0.003701,
CCL4,,CH2CL2~|~CHCL2~|~CCL2,,46.03,0.05388,0,
ACCL,,CH2CL2~|~CHCL2~|~CCL2,,368.6,-1.748,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CH2CL2~|~CHCL2~|~CCL2,,-423.1,0.8154,0,
FURFURAL,,CH2CL2~|~CHCL2~|~CCL2,,106.3,0,0,
I,,CH2CL2~|~CHCL2~|~CCL2,,-23.81,-0.09203999,0,
BR,,CH2CL2~|~CHCL2~|~CCL2,,96.4,-0.776,0,
DMSO,,CH2CL2~|~CHCL2~|~CCL2,,-39.45,-0.8556,0,
CL-(C=C),,CH2CL2~|~CHCL2~|~CCL2,,-135.9,0,0,
DMF~|~HCON(..,,CH2CL2~|~CHCL2~|~CCL2,,75.45,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CH2CL2~|~CHCL2~|~CCL2,,224.4,-0.1399,0,
THF~|~CY-CH2O~|~TRIOXAN,,CH2CL2~|~CHCL2~|~CCL2,,-358.57,1.3307,0,
CHCL3,,CH2CL2~|~CHCL2~|~CCL2,,-1.6641,-0.37825,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,CH2CL2~|~CHCL2~|~CCL2,,-446.86,0.4276,0,
HCONHCH3~|~HCONHCH2,,CH2CL2~|~CHCL2~|~CCL2,,894.509,-2.93164,0,
(CH2)2SU~|~CH2SUCH,,CH2CL2~|~CHCL2~|~CCL2,,-229.081,0,0,
CCL4,,CCL3,,350.92,-1.3456,0,
BR,,CCL3,,-364.76,0,0,
CL-(C=C),,CCL3,,-199.87,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CCL3,,-69.60101,-0.4274,0,
(CH2)2SU~|~CH2SUCH,,CCL3,,157.634,0,0,
ACCL,,CCL4,,972.1,-6.82,0.009219,
CH3NO2~|~CH2NO2~|~CHNO2,,CCL4,,-65.74,0.0967,0,
ACNO2,,CCL4,,167.5,0,0,
CS2,,CCL4,,52.01,-0.9095,0,
FURFURAL,,CCL4,,100.5,-0.8269,0,
I,,CCL4,,186.4,-0.7294,0,
BR,,CCL4,,-1360,7.402,0,
DMSO,,CCL4,,-60.89,-0.6321,0,
ACRY,,CCL4,,-194.9,0,0,
CL-(C=C),,CCL4,,-134.4,-0.3226,0,
ACF,,CCL4,,-98.98,-0.02128,0,
DMF~|~HCON(..,,CCL4,,-168.4,-0.123,0,
CY-CH2~|~CY-CH~|~CY-C,,CCL4,,60.78,0.024262,0,
THF~|~CY-CH2O~|~TRIOXAN,,CCL4,,-131.87,-0.014204,0,
CHCL3,,CCL4,,14.947,-0.11086,0,
HCONHCH3~|~HCONHCH2,,CCL4,,-198.677,0.435084,-0.001271,
AC2H2S~|~AC2HS~|~AC2S,,CCL4,,-580.46,1.1653,0,
(CH2)2SU~|~CH2SUCH,,CCL4,,261.15,-0.8815,0,
CH3NO2~|~CH2NO2~|~CHNO2,,ACCL,,3638,-14.25,0,
ACNO2,,ACCL,,2926.02,-1.8141,0,
BR,,ACCL,,981.5,0,0,
DMF~|~HCON(..,,ACCL,,472.49,-0.5503,0,
CY-CH2~|~CY-CH~|~CY-C,,ACCL,,223.782,-0.5826,0,
THF~|~CY-CH2O~|~TRIOXAN,,ACCL,,2991.9,-9.3959,0,
CHCL3,,ACCL,,4235.3,-16.954,0,
HCONHCH3~|~HCONHCH2,,ACCL,,88.32201,0.1605,0,
ACNO2,,CH3NO2~|~CH2NO2~|~CHNO2,,986,0,0,
CS2,,CH3NO2~|~CH2NO2~|~CHNO2,,655.7,-2.203,0,
I,,CH3NO2~|~CH2NO2~|~CHNO2,,17.81,-0.2245,0,
BR,,CH3NO2~|~CH2NO2~|~CHNO2,,121.4,0.05397,0,
CH=-C~|~C=-C,,CH3NO2~|~CH2NO2~|~CHNO2,,132.2,0,0,
CL-(C=C),,CH3NO2~|~CH2NO2~|~CHNO2,,108.4,0,0,
DMF~|~HCON(..,,CH3NO2~|~CH2NO2~|~CHNO2,,-340.9,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3NO2~|~CH2NO2~|~CHNO2,,522.9,-0.2485,0,
THF~|~CY-CH2O~|~TRIOXAN,,CH3NO2~|~CH2NO2~|~CHNO2,,-47.089,0,0,
AC2H2S~|~AC2HS~|~AC2S,,CH3NO2~|~CH2NO2~|~CHNO2,,11.442,0.7866,0,
BR,,ACNO2,,81.44501,0,0,
CY-CH2~|~CY-CH~|~CY-C,,ACNO2,,2600,-4.8,0,
I,,CS2,,200.6,-0.228,0,
CL-(C=C),,CS2,,319.4,0.03419,0,
CY-CH2~|~CY-CH~|~CY-C,,CS2,,92.4,1.191,0,
THF~|~CY-CH2O~|~TRIOXAN,,CS2,,1.0902,1.5927,0,
CHCL3,,CS2,,40.987,1.1526,0,
DMSO,,CH3SH~|~CH2SH,,-360,0,0,
DMF~|~HCON(..,,CH3SH~|~CH2SH,,-247.6,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3SH~|~CH2SH,,439.73,-0.2619,0,
CL-(C=C),,FURFURAL,,1168,0,0,
CY-CH2~|~CY-CH~|~CY-C,,FURFURAL,,846.7,0.2545,0,
HCOOH,,FURFURAL,,-384.29,0,0,
DMSO,,DOH,,-47.81,0,0,
DMF~|~HCON(..,,DOH,,-231.6,0,0,
CONH2~|~CONHCH3~|~CONHCH2,,DOH,,106.79,-0.9536999,0,
BR,,I,,558,-1.924,0,
CHCL3,,I,,92.429,0.17437,0,
DMSO,,BR,,-116.7,-0.06775,0,
COO,,BR,,13.78,-0.936,0,
CY-CH2~|~CY-CH~|~CY-C,,BR,,476.9,-0.61,0,
THF~|~CY-CH2O~|~TRIOXAN,,BR,,265.42,0,0,
(CH2)2SU~|~CH2SUCH,,BR,,-271.226,0,0,
DMF~|~HCON(..,,CH=-C~|~C=-C,,-416.5,0,0,
DMF~|~HCON(..,,DMSO,,221.74,-0.5021,0,
CHCL3,,DMSO,,67.069,0.23965,0,
HCONHCH3~|~HCONHCH2,,DMSO,,-72.16901,0,0,
CL-(C=C),,ACRY,,1004,0,0,
DMF~|~HCON(..,,ACRY,,97.36,0,0,
DMF~|~HCON(..,,CL-(C=C),,-306.22,0,0,
COO,,CL-(C=C),,516.5,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CL-(C=C),,81.56,0.7293,0,
THF~|~CY-CH2O~|~TRIOXAN,,CL-(C=C),,713.9,-2.7759,0.00091722,
CHCL3,,CL-(C=C),,-139,0,0,
DMF~|~HCON(..,,ACF,,-229.97,0,0,
CF3~|~CF2~|~CF,,ACF,,110.4,0,0,
CY-CH2~|~CY-CH~|~CY-C,,ACF,,21.04,-0.1288,0,
THF~|~CY-CH2O~|~TRIOXAN,,ACF,,-7.56,0,0,
CY-CH2~|~CY-CH~|~CY-C,,DMF~|~HCON(..,,666.5,-0.1555,0,
THF~|~CY-CH2O~|~TRIOXAN,,DMF~|~HCON(..,,-54.26,1.0612,0,
HCOOH,,DMF~|~HCON(..,,-367.48,0,0,
HCONHCH3~|~HCONHCH2,,DMF~|~HCON(..,,-2.27584,0.601128,0,
CY-CH2~|~CY-CH~|~CY-C,,CF3~|~CF2~|~CF,,-109,0,0,
CY-CH2~|~CY-CH~|~CY-C,,COO,,865,-2.89,0,
THF~|~CY-CH2O~|~TRIOXAN,,CY-CH2~|~CY-CH~|~CY-C,,20.834,-0.34718,0,
CHCL3,,CY-CH2~|~CY-CH~|~CY-C,,-61.922,-0.059442,0,
NMP~|~NEP~|~NIPP~|~NTBP,,CY-CH2~|~CY-CH~|~CY-C,,499.59,-0.8158,0,
CONH2~|~CONHCH3~|~CONHCH2,,CY-CH2~|~CY-CH~|~CY-C,,165.66,-0.9151,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,CY-CH2~|~CY-CH~|~CY-C,,148.66,-1.0328,0,
HCONHCH3~|~HCONHCH2,,CY-CH2~|~CY-CH~|~CY-C,,159.179,-1.11479,0,
AC2H2S~|~AC2HS~|~AC2S,,CY-CH2~|~CY-CH~|~CY-C,,-30.564,-0.2455,0,
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,,CY-CH2~|~CY-CH~|~CY-C,,75.45,-0.6572,0,
(CH2)2SU~|~CH2SUCH,,CY-CH2~|~CY-CH~|~CY-C,,660.47,-2.0132,0,
CH3S~|~CH2S~|~CHS,,CY-CH2~|~CY-CH~|~CY-C,,-108.172,-0.132539,0,
C3H2N2+~|~C3H3N2+,,CY-CH2~|~CY-CH~|~CY-C,,360.0808,-1.37211,0,
BTI-,,CY-CH2~|~CY-CH~|~CY-C,,986.9591,-2.85003,0.0018563,
C4H8N+,,CY-CH2~|~CY-CH~|~CY-C,,-935.6061,4.67403,0,
BF4-,,CY-CH2~|~CY-CH~|~CY-C,,2358.513,-1.30922,0.0137839,
C5H5N+~|~C5H4N+,,CY-CH2~|~CY-CH~|~CY-C,,1039.753,-3.51543,0,
OTF-,,CY-CH2~|~CY-CH~|~CY-C,,-171.2349,0.62135,0,
-S-S-,,CY-CH2~|~CY-CH~|~CY-C,,1120.89,-3.1028,0,
SO4~|~HSO4,,CY-CH2~|~CY-CH~|~CY-C,,4258.272,0.34026,-0.029654,
CHCL3,,THF~|~CY-CH2O~|~TRIOXAN,,1414,-2.8776,0,
(CH2)2SU~|~CH2SUCH,,THF~|~CY-CH2O~|~TRIOXAN,,117.208,-0.3946,0,
C3H2N2+~|~C3H3N2+,,THF~|~CY-CH2O~|~TRIOXAN,,-323.6833,-0.13058,0,
BTI-,,THF~|~CY-CH2O~|~TRIOXAN,,-450.7675,0.94786,0,
BF4-,,THF~|~CY-CH2O~|~TRIOXAN,,4927.307,-0.63511,-0.0351738,
C5H5N+~|~C5H4N+,,THF~|~CY-CH2O~|~TRIOXAN,,122.9861,-1.96464,0,
OTF-,,THF~|~CY-CH2O~|~TRIOXAN,,186.7351,-0.9786,0,
(CH2)2SU~|~CH2SUCH,,CHCL3,,-76.1382,0,0,
AC2H2S~|~AC2HS~|~AC2S,,NMP~|~NEP~|~NIPP~|~NTBP,,1738.5,-3.9729,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,CONH2~|~CONHCH3~|~CONHCH2,,117.57,0.7114,0,
HCONHCH3~|~HCONHCH2,,CONH2~|~CONHCH3~|~CONHCH2,,308.235,0,0,
(CH2)2SU~|~CH2SUCH,,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,-604.897,1.04748,0,
(CH2)2SU~|~CH2SUCH,,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,,125.526,0.289226,-0.000969,
CH3S~|~CH2S~|~CHS,,(CH2)2SU~|~CH2SUCH,,742.31,-4.1234,0.0078,
BTI-,,C3H2N2+~|~C3H3N2+,,283.1673,-5.14586,0.0208006,
BF4-,,C3H2N2+~|~C3H3N2+,,1094.895,-4.10982,2.63E-05,
OTF-,,C3H2N2+~|~C3H3N2+,,-591.0368,0.45605,-0.0035024,
SO4~|~HSO4,,C3H2N2+~|~C3H3N2+,,-35.932,-1.52136,0,
PF6,,C3H2N2+~|~C3H3N2+,,-4116.333,-1.71395,-0.0073933,
C4H8N+,,BTI-,,-516.843,-3.5941,0.0160959,
C5H5N+~|~C5H4N+,,BTI-,,-254.6989,-0.46519,0,
OTF-,,C4H8N+,,1824.841,-4.26948,0,
C5H5N+~|~C5H4N+,,BF4-,,4209.48,-0.75036,-0.0356672,
