Clapeyron Database File,,,,,
modified UNIFAC 2.0 (Dortmund) Unlike Parameters [csvtype = unlike,grouptype = UNIFACDortmund],,,,
ACCH3~|~ACCH2~|~ACCH,I,492.47534,-0.6805214,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,BR,199.88258,-0.024796592,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,CH=-C~|~C=-C,227.18855,-0.21652414,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,DMSO,169.78218,-0.22245091,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,ACRY,425.6459,0.17893907,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,CL-(C=C),10.685183,0.13791251,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,ACF,19.813068,-0.026479382,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,DMF~|~HCON(..,234.7516,0.2756809,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,CF3~|~CF2~|~CF,211.25822,-0.3408336,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,COO,469.3762,-0.8228915,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,CY-CH2~|~CY-CH~|~CY-C,53.723495,-0.19067827,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,THF~|~CY-CH2O~|~TRIOXAN,61.655293,0.001556602,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,HCOOH,358.18362,-0.029561922,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,CHCL3,-30.46875,0.34034672,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,NMP~|~NEP~|~NIPP~|~NTBP,209.97618,-0.14897606,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,CONH2~|~CONHCH3~|~CONHCH2,791.063,0.7707972,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,373.53204,0.34028223,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,HCONHCH3~|~HCONHCH2,150.3056,0.67756385,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,AC2H2S~|~AC2HS~|~AC2S,90.69785,-0.039549384,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,114.37691,-0.30844828,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,254.82101,-0.057245005,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,(CH2)2SU~|~CH2SUCH,367.14154,0.17512448,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,CH3S~|~CH2S~|~CHS,204.62714,0.35279533,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,C3H2N2+~|~C3H3N2+,9.341667,0.20668869,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,BTI-,166.58195,0.6878864,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,C4H8N+,-105.949875,0.5110202,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,BF4-,437.67853,0.5313634,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,C5H5N+~|~C5H4N+,-103.239975,-0.15734363,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,OTF-,403.9159,0.56820524,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,-S-S-,106.57128,-0.7491587,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,SO4~|~HSO4,70.82591,-0.47540843,0,10.48550/arXiv.2412.12962
ACCH3~|~ACCH2~|~ACCH,PF6,373.82074,0.51490223,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3~|~CH2~|~CH~|~C,108.70487,0.23403294,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,283.02823,0.26364642,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),ACH~|~AC,344.16882,0.39476523,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),ACCH3~|~ACCH2~|~ACCH,365.83185,0.59046066,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3OH,93.02086,-0.12583694,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),H2O,-404.878,0.023005087,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),ACOH,-38.492996,-0.7021378,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3CO~|~CH2CO,97.93603,-0.21810465,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),HCO,248.28871,-0.61265224,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3COO~|~CH2COO,128.93793,-0.42055982,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),HCOO,258.37665,-0.64023465,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3O~|~CH2O~|~CHO,-110.29704,-0.1749227,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,-237.33545,-0.17559285,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3NH~|~CH2NH~|~CHNH,-226.41888,-0.101884894,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3N~|~CH2N,277.87097,0.14736292,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),ACNH2,127.61319,-0.6370159,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),AC2H2N~|~AC2HN~|~AC2N,305.2635,0.08539072,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3CN~|~CH2CN,251.80643,-0.25646582,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),COOH,107.689804,-0.7235078,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH2CL~|~CHCL~|~CCL,108.42905,-0.006079721,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH2CL2~|~CHCL2~|~CCL2,-40.88955,-0.050990295,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CCL3,302.0301,0.2938854,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CCL4,185.2381,0.37248436,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),ACCL,565.1194,1.6659921,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3NO2~|~CH2NO2~|~CHNO2,54.663437,-0.09157471,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),ACNO2,338.90442,0.072810255,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CS2,692.6859,1.2184207,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3SH~|~CH2SH,259.3648,0.24372116,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),FURFURAL,420.42874,0.22732714,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),DOH,-187.46385,-0.14011097,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),I,680.8325,0.12319996,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),BR,280.5929,-0.11943637,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH=-C~|~C=-C,257.56467,-0.4100974,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),DMSO,-127.53616,-0.04243994,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),ACRY,439.744,0.37148684,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CL-(C=C),95.79579,0.69166374,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),ACF,39.470917,0.38029283,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),DMF~|~HCON(..,101.48258,0.01464367,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CF3~|~CF2~|~CF,352.209,-0.12126567,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),COO,253.05266,-0.2924271,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CY-CH2~|~CY-CH~|~CY-C,189.2267,0.16095482,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),THF~|~CY-CH2O~|~TRIOXAN,25.649378,-0.007005632,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),HCOOH,-246.37352,-0.48887774,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CHCL3,-67.83204,0.25073528,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),NMP~|~NEP~|~NIPP~|~NTBP,117.17084,-0.2824409,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CONH2~|~CONHCH3~|~CONHCH2,128.44054,-0.18269922,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,-21.238522,-0.1698967,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),HCONHCH3~|~HCONHCH2,45.583557,0.2282647,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),AC2H2S~|~AC2HS~|~AC2S,253.83954,0.29665777,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,3.9151068,-0.065825835,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,286.83804,-0.06855045,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),(CH2)2SU~|~CH2SUCH,395.49847,-0.48115677,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),CH3S~|~CH2S~|~CHS,211.21461,-0.019032007,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),C3H2N2+~|~C3H3N2+,97.504196,-0.54757404,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),BTI-,33.330414,-0.13325956,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),C4H8N+,39.798912,-0.32473734,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),BF4-,119.085075,-0.33810472,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),C5H5N+~|~C5H4N+,161.56981,-0.48417982,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),OTF-,20.678661,-0.5945539,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),-S-S-,-225.86432,-0.054631174,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),SO4~|~HSO4,42.52787,0.09877451,0,10.48550/arXiv.2412.12962
OH (P)~|~OH (S)~|~OH (T),PF6,256.88696,-0.47994697,0,10.48550/arXiv.2412.12962
CH3OH,CH3~|~CH2~|~CH~|~C,97.63658,-0.5605076,0,10.48550/arXiv.2412.12962
CH3OH,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,56.90523,-0.41062933,0,10.48550/arXiv.2412.12962
CH3OH,ACH~|~AC,77.12152,-0.31908396,0,10.48550/arXiv.2412.12962
CH3OH,ACCH3~|~ACCH2~|~ACCH,161.32822,-0.4749332,0,10.48550/arXiv.2412.12962
CH3OH,OH (P)~|~OH (S)~|~OH (T),-136.27676,0.38921452,0,10.48550/arXiv.2412.12962
CH3OH,H2O,-315.31094,0.1765763,0,10.48550/arXiv.2412.12962
CH3OH,ACOH,-261.2296,0.42357054,0,10.48550/arXiv.2412.12962
CH3OH,CH3CO~|~CH2CO,2.7467065,-0.06491401,0,10.48550/arXiv.2412.12962
CH3OH,HCO,-34.853634,0.10275481,0,10.48550/arXiv.2412.12962
CH3OH,CH3COO~|~CH2COO,88.76561,-0.36849633,0,10.48550/arXiv.2412.12962
CH3OH,HCOO,137.64818,-0.26176873,0,10.48550/arXiv.2412.12962
CH3OH,CH3O~|~CH2O~|~CHO,-128.11246,-0.08034666,0,10.48550/arXiv.2412.12962
CH3OH,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,-240.8909,-0.006244338,0,10.48550/arXiv.2412.12962
CH3OH,CH3NH~|~CH2NH~|~CHNH,-148.02661,-0.18577409,0,10.48550/arXiv.2412.12962
CH3OH,CH3N~|~CH2N,16.47143,0.19402458,0,10.48550/arXiv.2412.12962
CH3OH,ACNH2,-196.15054,0.17494933,0,10.48550/arXiv.2412.12962
CH3OH,AC2H2N~|~AC2HN~|~AC2N,-62.66031,0.089915216,0,10.48550/arXiv.2412.12962
CH3OH,CH3CN~|~CH2CN,66.25901,-0.1263509,0,10.48550/arXiv.2412.12962
CH3OH,COOH,-268.5837,0.58605874,0,10.48550/arXiv.2412.12962
CH3OH,CH2CL~|~CHCL~|~CCL,66.8004,-0.4788619,0,10.48550/arXiv.2412.12962
CH3OH,CH2CL2~|~CHCL2~|~CCL2,2.788255,-0.47081134,0,10.48550/arXiv.2412.12962
CH3OH,CCL3,96.78645,-0.38565198,0,10.48550/arXiv.2412.12962
CH3OH,CCL4,31.623735,-0.32056904,0,10.48550/arXiv.2412.12962
CH3OH,ACCL,209.11102,-0.8127379,0,10.48550/arXiv.2412.12962
CH3OH,CH3NO2~|~CH2NO2~|~CHNO2,38.284115,-0.2975729,0,10.48550/arXiv.2412.12962
CH3OH,ACNO2,65.362885,-0.0532877,0,10.48550/arXiv.2412.12962
CH3OH,CS2,341.2256,-0.45975772,0,10.48550/arXiv.2412.12962
CH3OH,CH3SH~|~CH2SH,104.39521,-0.30492184,0,10.48550/arXiv.2412.12962
CH3OH,FURFURAL,109.01145,-0.176179,0,10.48550/arXiv.2412.12962
CH3OH,DOH,-198.25029,0.3821373,0,10.48550/arXiv.2412.12962
CH3OH,I,287.46106,-0.33863726,0,10.48550/arXiv.2412.12962
CH3OH,BR,59.159447,-0.5212112,0,10.48550/arXiv.2412.12962
CH3OH,CH=-C~|~C=-C,14.667423,-0.103043765,0,10.48550/arXiv.2412.12962
CH3OH,DMSO,-135.70448,-0.010641096,0,10.48550/arXiv.2412.12962
CH3OH,ACRY,188.41971,-0.3179541,0,10.48550/arXiv.2412.12962
CH3OH,CL-(C=C),53.78681,-0.340028,0,10.48550/arXiv.2412.12962
CH3OH,ACF,78.49135,-0.058990445,0,10.48550/arXiv.2412.12962
CH3OH,DMF~|~HCON(..,-0.22976738,0.06075815,0,10.48550/arXiv.2412.12962
CH3OH,CF3~|~CF2~|~CF,7.4349203,-0.4113525,0,10.48550/arXiv.2412.12962
CH3OH,COO,19.042753,-0.2989617,0,10.48550/arXiv.2412.12962
CH3OH,CY-CH2~|~CY-CH~|~CY-C,100.73846,-0.52910143,0,10.48550/arXiv.2412.12962
CH3OH,THF~|~CY-CH2O~|~TRIOXAN,-18.070742,-0.14671181,0,10.48550/arXiv.2412.12962
CH3OH,HCOOH,-349.5395,0.17666636,0,10.48550/arXiv.2412.12962
CH3OH,CHCL3,-61.449715,-0.33759803,0,10.48550/arXiv.2412.12962
CH3OH,NMP~|~NEP~|~NIPP~|~NTBP,-10.061741,0.21943694,0,10.48550/arXiv.2412.12962
CH3OH,CONH2~|~CONHCH3~|~CONHCH2,-94.01607,0.56007177,0,10.48550/arXiv.2412.12962
CH3OH,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,-149.35362,0.1262521,0,10.48550/arXiv.2412.12962
CH3OH,HCONHCH3~|~HCONHCH2,-85.580055,0.39258605,0,10.48550/arXiv.2412.12962
CH3OH,AC2H2S~|~AC2HS~|~AC2S,24.982492,-0.3124688,0,10.48550/arXiv.2412.12962
CH3OH,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,2.521851,-0.28843948,0,10.48550/arXiv.2412.12962
CH3OH,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,67.77857,-0.2027819,0,10.48550/arXiv.2412.12962
CH3OH,(CH2)2SU~|~CH2SUCH,209.54024,0.47382578,0,10.48550/arXiv.2412.12962
CH3OH,CH3S~|~CH2S~|~CHS,3.3900166,-0.14320704,0,10.48550/arXiv.2412.12962
CH3OH,C3H2N2+~|~C3H3N2+,44.4629,0.6862259,0,10.48550/arXiv.2412.12962
CH3OH,BTI-,24.547071,0.31161433,0,10.48550/arXiv.2412.12962
CH3OH,C4H8N+,62.04771,0.62766075,0,10.48550/arXiv.2412.12962
CH3OH,BF4-,-171.09633,0.2845516,0,10.48550/arXiv.2412.12962
CH3OH,C5H5N+~|~C5H4N+,136.89275,0.28341916,0,10.48550/arXiv.2412.12962
CH3OH,OTF-,-127.16419,1.1392558,0,10.48550/arXiv.2412.12962
CH3OH,-S-S-,-107.92142,-0.7621621,0,10.48550/arXiv.2412.12962
CH3OH,SO4~|~HSO4,-37.19131,0.08406438,0,10.48550/arXiv.2412.12962
CH3OH,PF6,54.18998,0.8150394,0,10.48550/arXiv.2412.12962
H2O,CH3~|~CH2~|~CH~|~C,57.479225,1.0571625,0,10.48550/arXiv.2412.12962
H2O,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,141.70471,0.8398716,0,10.48550/arXiv.2412.12962
H2O,ACH~|~AC,190.88991,1.4965445,0,10.48550/arXiv.2412.12962
H2O,ACCH3~|~ACCH2~|~ACCH,194.47006,1.4443027,0,10.48550/arXiv.2412.12962
H2O,OH (P)~|~OH (S)~|~OH (T),1048.2665,-2.1293507,0,10.48550/arXiv.2412.12962
H2O,CH3OH,871.1367,-0.6545388,0,10.48550/arXiv.2412.12962
H2O,ACOH,618.4151,-2.0692677,0,10.48550/arXiv.2412.12962
H2O,CH3CO~|~CH2CO,54.136395,0.3594754,0,10.48550/arXiv.2412.12962
H2O,HCO,371.5174,-0.08248227,0,10.48550/arXiv.2412.12962
H2O,CH3COO~|~CH2COO,214.03342,0.5215917,0,10.48550/arXiv.2412.12962
H2O,HCOO,373.9074,-0.80246717,0,10.48550/arXiv.2412.12962
H2O,CH3O~|~CH2O~|~CHO,-88.001945,0.24125034,0,10.48550/arXiv.2412.12962
H2O,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,-11.822223,-0.017780162,0,10.48550/arXiv.2412.12962
H2O,CH3NH~|~CH2NH~|~CHNH,8.2159815,-0.14882433,0,10.48550/arXiv.2412.12962
H2O,CH3N~|~CH2N,43.73707,0.33285588,0,10.48550/arXiv.2412.12962
H2O,ACNH2,615.73676,-1.6051584,0,10.48550/arXiv.2412.12962
H2O,AC2H2N~|~AC2HN~|~AC2N,251.39514,-0.9703794,0,10.48550/arXiv.2412.12962
H2O,CH3CN~|~CH2CN,325.12744,0.5702982,0,10.48550/arXiv.2412.12962
H2O,COOH,489.6094,-0.8919921,0,10.48550/arXiv.2412.12962
H2O,CH2CL~|~CHCL~|~CCL,167.82474,1.2488134,0,10.48550/arXiv.2412.12962
H2O,CH2CL2~|~CHCL2~|~CCL2,104.653435,0.9141539,0,10.48550/arXiv.2412.12962
H2O,CCL3,255.82323,0.723676,0,10.48550/arXiv.2412.12962
H2O,CCL4,156.86227,1.5457089,0,10.48550/arXiv.2412.12962
H2O,ACCL,513.9759,3.955205,0,10.48550/arXiv.2412.12962
H2O,CH3NO2~|~CH2NO2~|~CHNO2,114.81118,0.29013926,0,10.48550/arXiv.2412.12962
H2O,ACNO2,495.56912,1.2866194,0,10.48550/arXiv.2412.12962
H2O,CS2,682.93005,3.3459475,0,10.48550/arXiv.2412.12962
H2O,CH3SH~|~CH2SH,259.62933,1.3497418,0,10.48550/arXiv.2412.12962
H2O,FURFURAL,625.38763,1.8647442,0,10.48550/arXiv.2412.12962
H2O,DOH,188.68517,0.19058813,0,10.48550/arXiv.2412.12962
H2O,I,554.99335,1.2995919,0,10.48550/arXiv.2412.12962
H2O,BR,296.89566,0.06601083,0,10.48550/arXiv.2412.12962
H2O,CH=-C~|~C=-C,297.42407,0.16023013,0,10.48550/arXiv.2412.12962
H2O,DMSO,-64.08531,0.030865861,0,10.48550/arXiv.2412.12962
H2O,ACRY,524.2588,2.4772067,0,10.48550/arXiv.2412.12962
H2O,CL-(C=C),102.22012,1.8696,0,10.48550/arXiv.2412.12962
H2O,ACF,60.418736,0.62479854,0,10.48550/arXiv.2412.12962
H2O,DMF~|~HCON(..,55.463673,1.17246,0,10.48550/arXiv.2412.12962
H2O,CF3~|~CF2~|~CF,485.18988,-0.80988157,0,10.48550/arXiv.2412.12962
H2O,COO,297.34418,-0.5218387,0,10.48550/arXiv.2412.12962
H2O,CY-CH2~|~CY-CH~|~CY-C,90.54144,0.62939024,0,10.48550/arXiv.2412.12962
H2O,THF~|~CY-CH2O~|~TRIOXAN,-3.9641047,0.4507156,0,10.48550/arXiv.2412.12962
H2O,HCOOH,220.86713,-0.32981983,0,10.48550/arXiv.2412.12962
H2O,CHCL3,105.67873,1.1907947,0,10.48550/arXiv.2412.12962
H2O,NMP~|~NEP~|~NIPP~|~NTBP,28.810675,-0.10221251,0,10.48550/arXiv.2412.12962
H2O,CONH2~|~CONHCH3~|~CONHCH2,395.57816,-0.15022025,0,10.48550/arXiv.2412.12962
H2O,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,4.3894153,0.7633704,0,10.48550/arXiv.2412.12962
H2O,HCONHCH3~|~HCONHCH2,116.26889,0.43724677,0,10.48550/arXiv.2412.12962
H2O,AC2H2S~|~AC2HS~|~AC2S,40.906506,0.8495312,0,10.48550/arXiv.2412.12962
H2O,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,-11.584255,1.2649131,0,10.48550/arXiv.2412.12962
H2O,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,194.75095,0.31950378,0,10.48550/arXiv.2412.12962
H2O,(CH2)2SU~|~CH2SUCH,370.2902,-0.78700256,0,10.48550/arXiv.2412.12962
H2O,CH3S~|~CH2S~|~CHS,168.94637,1.1386515,0,10.48550/arXiv.2412.12962
H2O,C3H2N2+~|~C3H3N2+,111.642685,-1.152484,0,10.48550/arXiv.2412.12962
H2O,BTI-,115.1409,-0.055218358,0,10.48550/arXiv.2412.12962
H2O,C4H8N+,19.1973,-0.993515,0,10.48550/arXiv.2412.12962
H2O,BF4-,187.46414,-1.6772461,0,10.48550/arXiv.2412.12962
H2O,C5H5N+~|~C5H4N+,103.47101,-0.91288054,0,10.48550/arXiv.2412.12962
H2O,OTF-,217.1271,-1.7337317,0,10.48550/arXiv.2412.12962
H2O,-S-S-,-55.7144,0.9709371,0,10.48550/arXiv.2412.12962
H2O,SO4~|~HSO4,-86.691956,1.3824719,0,10.48550/arXiv.2412.12962
H2O,PF6,215.28885,-1.1105511,0,10.48550/arXiv.2412.12962
ACOH,CH3~|~CH2~|~CH~|~C,81.61503,-0.08305499,0,10.48550/arXiv.2412.12962
ACOH,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,108.10508,0.073113486,0,10.48550/arXiv.2412.12962
ACOH,ACH~|~AC,60.362045,0.043772448,0,10.48550/arXiv.2412.12962
ACOH,ACCH3~|~ACCH2~|~ACCH,214.00726,-0.1901745,0,10.48550/arXiv.2412.12962
ACOH,OH (P)~|~OH (S)~|~OH (T),-635.288,1.3820901,0,10.48550/arXiv.2412.12962
ACOH,CH3OH,-398.2452,0.28183538,0,10.48550/arXiv.2412.12962
ACOH,H2O,-266.35593,-0.01999623,0,10.48550/arXiv.2412.12962
ACOH,CH3CO~|~CH2CO,-414.23856,0.14178525,0,10.48550/arXiv.2412.12962
ACOH,HCO,-489.47748,0.7399835,0,10.48550/arXiv.2412.12962
ACOH,CH3COO~|~CH2COO,-241.86205,0.28183895,0,10.48550/arXiv.2412.12962
ACOH,HCOO,-133.39566,0.57645583,0,10.48550/arXiv.2412.12962
ACOH,CH3O~|~CH2O~|~CHO,-250.70288,0.2534537,0,10.48550/arXiv.2412.12962
ACOH,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,-691.2572,0.5439753,0,10.48550/arXiv.2412.12962
ACOH,CH3NH~|~CH2NH~|~CHNH,-455.20612,0.5483725,0,10.48550/arXiv.2412.12962
ACOH,CH3N~|~CH2N,-210.21088,0.06412575,0,10.48550/arXiv.2412.12962
ACOH,ACNH2,-767.26715,0.8226074,0,10.48550/arXiv.2412.12962
ACOH,AC2H2N~|~AC2HN~|~AC2N,-460.12848,-0.024987496,0,10.48550/arXiv.2412.12962
ACOH,CH3CN~|~CH2CN,-388.47815,0.33699623,0,10.48550/arXiv.2412.12962
ACOH,COOH,-103.73482,0.3998553,0,10.48550/arXiv.2412.12962
ACOH,CH2CL~|~CHCL~|~CCL,-20.64681,0.07691284,0,10.48550/arXiv.2412.12962
ACOH,CH2CL2~|~CHCL2~|~CCL2,-44.67552,0.08300391,0,10.48550/arXiv.2412.12962
ACOH,CCL3,174.29758,0.09204568,0,10.48550/arXiv.2412.12962
ACOH,CCL4,123.41554,-0.05894077,0,10.48550/arXiv.2412.12962
ACOH,ACCL,202.1362,-0.6481085,0,10.48550/arXiv.2412.12962
ACOH,CH3NO2~|~CH2NO2~|~CHNO2,-283.2131,0.4776601,0,10.48550/arXiv.2412.12962
ACOH,ACNO2,-190.71835,-0.13439585,0,10.48550/arXiv.2412.12962
ACOH,CS2,453.05457,-0.48974922,0,10.48550/arXiv.2412.12962
ACOH,CH3SH~|~CH2SH,-8.440797,0.042041574,0,10.48550/arXiv.2412.12962
ACOH,FURFURAL,-152.7949,0.060154147,0,10.48550/arXiv.2412.12962
ACOH,DOH,-268.08667,-0.001070969,0,10.48550/arXiv.2412.12962
ACOH,I,31.414818,0.450379,0,10.48550/arXiv.2412.12962
ACOH,BR,-37.815815,0.40290082,0,10.48550/arXiv.2412.12962
ACOH,CH=-C~|~C=-C,-59.670353,0.28621832,0,10.48550/arXiv.2412.12962
ACOH,DMSO,-381.54617,0.11975677,0,10.48550/arXiv.2412.12962
ACOH,ACRY,-37.962578,-0.004957561,0,10.48550/arXiv.2412.12962
ACOH,CL-(C=C),66.5726,-0.15892757,0,10.48550/arXiv.2412.12962
ACOH,ACF,-108.93119,0.06667969,0,10.48550/arXiv.2412.12962
ACOH,DMF~|~HCON(..,-333.67053,-0.20062953,0,10.48550/arXiv.2412.12962
ACOH,CF3~|~CF2~|~CF,46.75325,0.31214976,0,10.48550/arXiv.2412.12962
ACOH,COO,-357.50372,0.6214372,0,10.48550/arXiv.2412.12962
ACOH,CY-CH2~|~CY-CH~|~CY-C,33.997025,0.08229952,0,10.48550/arXiv.2412.12962
