Clapeyron Database File,,,
original UNIFAC 2.0 Unlike Parameters [csvtype = unlike,grouptype = originalUNIFAC],,
CH3OH,CH3~|~CH2~|~CH~|~C,-20.091671,10.1016/j.cej.2024.158667
CH3OH,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-15.213921,10.1016/j.cej.2024.158667
CH3OH,ACH~|~AC,-6.320219,10.1016/j.cej.2024.158667
CH3OH,ACCH3~|~ACCH2~|~ACCH,-33.896175,10.1016/j.cej.2024.158667
CH3OH,OH,58.118538,10.1016/j.cej.2024.158667
CH3OH,H2O,68.45793,10.1016/j.cej.2024.158667
CH3OH,ACOH,-65.505974,10.1016/j.cej.2024.158667
CH3OH,CH3CO~|~CH2CO,15.039271,10.1016/j.cej.2024.158667
CH3OH,HCO,-124.72622,10.1016/j.cej.2024.158667
CH3OH,CH3COO~|~CH2COO,49.770607,10.1016/j.cej.2024.158667
CH3OH,HCOO,167.70471,10.1016/j.cej.2024.158667
CH3OH,CH3O~|~CH2O~|~CHO~|~THF,-39.107517,10.1016/j.cej.2024.158667
CH3OH,CH3NH2~|~CH2NH2~|~CHNH2,-17.422047,10.1016/j.cej.2024.158667
CH3OH,CH3NH~|~CH2NH~|~CHNH,-28.456467,10.1016/j.cej.2024.158667
CH3OH,CH3N~|~CH2N,107.7147,10.1016/j.cej.2024.158667
CH3OH,ACNH2,149.10512,10.1016/j.cej.2024.158667
CH3OH,C5H5N~|~C5H4N~|~C5H3N,-2.3428686,10.1016/j.cej.2024.158667
CH3OH,CH3CN~|~CH2CN,56.176704,10.1016/j.cej.2024.158667
CH3OH,COOH~|~HCOOH,-31.294077,10.1016/j.cej.2024.158667
CH3OH,CH2CL~|~CHCL~|~CCL,-14.566868,10.1016/j.cej.2024.158667
CH3OH,CH2CL2~|~CHCL2~|~CCL2,-47.734077,10.1016/j.cej.2024.158667
CH3OH,CHCL3~|~CCL3,-58.846283,10.1016/j.cej.2024.158667
CH3OH,CCL4,-28.671019,10.1016/j.cej.2024.158667
CH3OH,ACCL,-20.68307,10.1016/j.cej.2024.158667
CH3OH,CH3NO2~|~CH2NO2~|~CHNO2,56.069496,10.1016/j.cej.2024.158667
CH3OH,ACNO2,12.598304,10.1016/j.cej.2024.158667
CH3OH,CS2,-17.559464,10.1016/j.cej.2024.158667
CH3OH,CH3SH~|~CH2SH,41.59324,10.1016/j.cej.2024.158667
CH3OH,FURFURAL,16.45047,10.1016/j.cej.2024.158667
CH3OH,DOH,65.72919,10.1016/j.cej.2024.158667
CH3OH,I,70.72174,10.1016/j.cej.2024.158667
CH3OH,BR,34.010098,10.1016/j.cej.2024.158667
CH3OH,CH=-C~|~C=-C,12.412305,10.1016/j.cej.2024.158667
CH3OH,DMSO,22.753439,10.1016/j.cej.2024.158667
CH3OH,ACRY,-28.449696,10.1016/j.cej.2024.158667
CH3OH,CL-(C=C),-20.50222,10.1016/j.cej.2024.158667
CH3OH,ACF,-5.244643,10.1016/j.cej.2024.158667
CH3OH,DMF~|~HCON(..,120.54639,10.1016/j.cej.2024.158667
CH3OH,CF3~|~CF2~|~CF,24.7367,10.1016/j.cej.2024.158667
CH3OH,COO,86.657394,10.1016/j.cej.2024.158667
CH3OH,SIH3~|~SIH2~|~SIH~|~SI,-25.920496,10.1016/j.cej.2024.158667
CH3OH,SIH2O~|~SIHO~|~SIO,12.034328,10.1016/j.cej.2024.158667
CH3OH,NMP,29.268326,10.1016/j.cej.2024.158667
CH3OH,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-64.5633,10.1016/j.cej.2024.158667
CH3OH,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,157.35834,10.1016/j.cej.2024.158667
CH3OH,C2H5O2~|~C2H4O2,21.667126,10.1016/j.cej.2024.158667
CH3OH,CH3S~|~CH2S~|~CHS,15.373363,10.1016/j.cej.2024.158667
CH3OH,MORPH,-25.248892,10.1016/j.cej.2024.158667
CH3OH,C4H4S~|~C4H3S~|~C4H2S,-11.055124,10.1016/j.cej.2024.158667
CH3OH,NCO,39.09137,10.1016/j.cej.2024.158667
CH3OH,CH2SuCH2~|~CH2SuCH,74.64429,10.1016/j.cej.2024.158667
CH3OH,IMIDAZOL,1.9839431,10.1016/j.cej.2024.158667
CH3OH,BTI,31.21012,10.1016/j.cej.2024.158667
H2O,CH3~|~CH2~|~CH~|~C,352.88477,10.1016/j.cej.2024.158667
H2O,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,405.72955,10.1016/j.cej.2024.158667
H2O,ACH~|~AC,362.4204,10.1016/j.cej.2024.158667
H2O,ACCH3~|~ACCH2~|~ACCH,334.21445,10.1016/j.cej.2024.158667
H2O,OH,-12.262558,10.1016/j.cej.2024.158667
H2O,CH3OH,-21.446995,10.1016/j.cej.2024.158667
H2O,ACOH,-200.5556,10.1016/j.cej.2024.158667
H2O,CH3CO~|~CH2CO,-122.187126,10.1016/j.cej.2024.158667
H2O,HCO,-127.042496,10.1016/j.cej.2024.158667
H2O,CH3COO~|~CH2COO,12.463366,10.1016/j.cej.2024.158667
H2O,HCOO,80.354065,10.1016/j.cej.2024.158667
H2O,CH3O~|~CH2O~|~CHO~|~THF,-90.63958,10.1016/j.cej.2024.158667
H2O,CH3NH2~|~CH2NH2~|~CHNH2,-74.54945,10.1016/j.cej.2024.158667
H2O,CH3NH~|~CH2NH~|~CHNH,-126.81275,10.1016/j.cej.2024.158667
H2O,CH3N~|~CH2N,-60.057083,10.1016/j.cej.2024.158667
H2O,ACNH2,-426.76633,10.1016/j.cej.2024.158667
H2O,C5H5N~|~C5H4N~|~C5H3N,-61.579735,10.1016/j.cej.2024.158667
H2O,CH3CN~|~CH2CN,160.86569,10.1016/j.cej.2024.158667
H2O,COOH~|~HCOOH,48.956203,10.1016/j.cej.2024.158667
H2O,CH2CL~|~CHCL~|~CCL,348.0376,10.1016/j.cej.2024.158667
H2O,CH2CL2~|~CHCL2~|~CCL2,319.33075,10.1016/j.cej.2024.158667
H2O,CHCL3~|~CCL3,413.66208,10.1016/j.cej.2024.158667
H2O,CCL4,410.805,10.1016/j.cej.2024.158667
H2O,ACCL,582.1552,10.1016/j.cej.2024.158667
H2O,CH3NO2~|~CH2NO2~|~CHNO2,218.57545,10.1016/j.cej.2024.158667
H2O,ACNO2,284.2582,10.1016/j.cej.2024.158667
H2O,CS2,753.9077,10.1016/j.cej.2024.158667
H2O,CH3SH~|~CH2SH,442.38885,10.1016/j.cej.2024.158667
H2O,FURFURAL,75.0533,10.1016/j.cej.2024.158667
H2O,DOH,-97.371796,10.1016/j.cej.2024.158667
H2O,I,691.47705,10.1016/j.cej.2024.158667
H2O,BR,531.0688,10.1016/j.cej.2024.158667
H2O,CH=-C~|~C=-C,253.25098,10.1016/j.cej.2024.158667
H2O,DMSO,-164.46872,10.1016/j.cej.2024.158667
H2O,ACRY,211.35342,10.1016/j.cej.2024.158667
H2O,CL-(C=C),548.7716,10.1016/j.cej.2024.158667
H2O,ACF,129.95921,10.1016/j.cej.2024.158667
H2O,DMF~|~HCON(..,11.037094,10.1016/j.cej.2024.158667
H2O,CF3~|~CF2~|~CF,256.55823,10.1016/j.cej.2024.158667
H2O,COO,-120.09861,10.1016/j.cej.2024.158667
H2O,SIH3~|~SIH2~|~SIH~|~SI,52.74219,10.1016/j.cej.2024.158667
H2O,SIH2O~|~SIHO~|~SIO,-58.141323,10.1016/j.cej.2024.158667
H2O,NMP,-14.065242,10.1016/j.cej.2024.158667
H2O,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,194.19557,10.1016/j.cej.2024.158667
H2O,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,-36.368366,10.1016/j.cej.2024.158667
H2O,C2H5O2~|~C2H4O2,-226.5729,10.1016/j.cej.2024.158667
H2O,CH3S~|~CH2S~|~CHS,-28.152258,10.1016/j.cej.2024.158667
H2O,MORPH,-8.528451,10.1016/j.cej.2024.158667
H2O,C4H4S~|~C4H3S~|~C4H2S,258.30206,10.1016/j.cej.2024.158667
H2O,NCO,33.559593,10.1016/j.cej.2024.158667
H2O,CH2SuCH2~|~CH2SuCH,-99.65979,10.1016/j.cej.2024.158667
H2O,IMIDAZOL,-134.46735,10.1016/j.cej.2024.158667
H2O,BTI,-77.54117,10.1016/j.cej.2024.158667
ACOH,CH3~|~CH2~|~CH~|~C,378.93866,10.1016/j.cej.2024.158667
ACOH,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,319.03616,10.1016/j.cej.2024.158667
ACOH,ACH~|~AC,212.59973,10.1016/j.cej.2024.158667
ACOH,ACCH3~|~ACCH2~|~ACCH,334.71844,10.1016/j.cej.2024.158667
ACOH,OH,-221.43988,10.1016/j.cej.2024.158667
ACOH,CH3OH,-230.03534,10.1016/j.cej.2024.158667
ACOH,H2O,-340.99542,10.1016/j.cej.2024.158667
ACOH,CH3CO~|~CH2CO,-333.6478,10.1016/j.cej.2024.158667
ACOH,HCO,-378.96252,10.1016/j.cej.2024.158667
ACOH,CH3COO~|~CH2COO,-198.58565,10.1016/j.cej.2024.158667
ACOH,HCOO,-173.41827,10.1016/j.cej.2024.158667
ACOH,CH3O~|~CH2O~|~CHO~|~THF,-351.15384,10.1016/j.cej.2024.158667
ACOH,CH3NH2~|~CH2NH2~|~CHNH2,-224.6196,10.1016/j.cej.2024.158667
ACOH,CH3NH~|~CH2NH~|~CHNH,-102.90088,10.1016/j.cej.2024.158667
ACOH,CH3N~|~CH2N,-27.31036,10.1016/j.cej.2024.158667
ACOH,ACNH2,-327.4364,10.1016/j.cej.2024.158667
ACOH,C5H5N~|~C5H4N~|~C5H3N,-236.03569,10.1016/j.cej.2024.158667
ACOH,CH3CN~|~CH2CN,-195.38373,10.1016/j.cej.2024.158667
ACOH,COOH~|~HCOOH,-133.0331,10.1016/j.cej.2024.158667
ACOH,CH2CL~|~CHCL~|~CCL,-5.446168,10.1016/j.cej.2024.158667
ACOH,CH2CL2~|~CHCL2~|~CCL2,-100.518425,10.1016/j.cej.2024.158667
ACOH,CHCL3~|~CCL3,77.771194,10.1016/j.cej.2024.158667
ACOH,CCL4,289.2979,10.1016/j.cej.2024.158667
ACOH,ACCL,543.3809,10.1016/j.cej.2024.158667
ACOH,CH3NO2~|~CH2NO2~|~CHNO2,-220.34987,10.1016/j.cej.2024.158667
ACOH,ACNO2,-104.554665,10.1016/j.cej.2024.158667
ACOH,CS2,798.83185,10.1016/j.cej.2024.158667
ACOH,CH3SH~|~CH2SH,181.78358,10.1016/j.cej.2024.158667
ACOH,FURFURAL,-170.75377,10.1016/j.cej.2024.158667
ACOH,DOH,-287.52753,10.1016/j.cej.2024.158667
ACOH,I,415.48035,10.1016/j.cej.2024.158667
ACOH,BR,6.011963,10.1016/j.cej.2024.158667
ACOH,CH=-C~|~C=-C,-99.79117,10.1016/j.cej.2024.158667
ACOH,DMSO,-119.74475,10.1016/j.cej.2024.158667
ACOH,ACRY,-71.31449,10.1016/j.cej.2024.158667
ACOH,CL-(C=C),218.45074,10.1016/j.cej.2024.158667
ACOH,ACF,210.53912,10.1016/j.cej.2024.158667
ACOH,DMF~|~HCON(..,-166.60577,10.1016/j.cej.2024.158667
ACOH,CF3~|~CF2~|~CF,84.292336,10.1016/j.cej.2024.158667
ACOH,COO,-194.36327,10.1016/j.cej.2024.158667
ACOH,SIH3~|~SIH2~|~SIH~|~SI,218.25418,10.1016/j.cej.2024.158667
ACOH,SIH2O~|~SIHO~|~SIO,-122.59082,10.1016/j.cej.2024.158667
ACOH,NMP,-41.40281,10.1016/j.cej.2024.158667
ACOH,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,134.03662,10.1016/j.cej.2024.158667
ACOH,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,-193.62474,10.1016/j.cej.2024.158667
ACOH,C2H5O2~|~C2H4O2,-145.91127,10.1016/j.cej.2024.158667
ACOH,CH3S~|~CH2S~|~CHS,-88.33838,10.1016/j.cej.2024.158667
ACOH,MORPH,-37.460526,10.1016/j.cej.2024.158667
ACOH,C4H4S~|~C4H3S~|~C4H2S,125.948,10.1016/j.cej.2024.158667
ACOH,NCO,-222.94144,10.1016/j.cej.2024.158667
ACOH,CH2SuCH2~|~CH2SuCH,-302.2502,10.1016/j.cej.2024.158667
ACOH,IMIDAZOL,-314.45148,10.1016/j.cej.2024.158667
ACOH,BTI,-650.3598,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3~|~CH2~|~CH~|~C,70.44411,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,19.101198,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,ACH~|~AC,-43.520206,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,ACCH3~|~ACCH2~|~ACCH,33.427113,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,OH,177.83575,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3OH,146.26982,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,H2O,262.35455,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,ACOH,-200.07819,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,HCO,15.402607,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3COO~|~CH2COO,-19.821194,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,HCOO,54.028584,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3O~|~CH2O~|~CHO~|~THF,-66.73172,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3NH2~|~CH2NH2~|~CHNH2,27.90017,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3NH~|~CH2NH~|~CHNH,101.34452,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3N~|~CH2N,137.78291,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,ACNH2,365.53766,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,C5H5N~|~C5H4N~|~C5H3N,-20.715988,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3CN~|~CH2CN,17.631134,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,COOH~|~HCOOH,51.798073,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH2CL~|~CHCL~|~CCL,-117.849045,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH2CL2~|~CHCL2~|~CCL2,-194.57884,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CHCL3~|~CCL3,-173.76762,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CCL4,-25.839352,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,ACCL,55.589924,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3NO2~|~CH2NO2~|~CHNO2,-70.61931,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,ACNO2,-6.901694,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CS2,145.8517,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3SH~|~CH2SH,-52.437263,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,FURFURAL,-37.07219,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,DOH,174.0893,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,I,42.00393,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,BR,-139.17517,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH=-C~|~C=-C,-96.49849,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,DMSO,125.096016,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,ACRY,-62.474,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CL-(C=C),-162.78658,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,ACF,85.800385,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,DMF~|~HCON(..,45.08613,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CF3~|~CF2~|~CF,-71.99259,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,COO,126.67866,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,SIH3~|~SIH2~|~SIH~|~SI,-30.384823,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,SIH2O~|~SIHO~|~SIO,-43.33757,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,NMP,77.89939,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-17.056387,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,236.20164,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,C2H5O2~|~C2H4O2,155.32446,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH3S~|~CH2S~|~CHS,50.171448,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,MORPH,10.098243,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,C4H4S~|~C4H3S~|~C4H2S,-19.732311,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,NCO,5.6055064,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,CH2SuCH2~|~CH2SuCH,138.46875,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,IMIDAZOL,-14.327019,10.1016/j.cej.2024.158667
CH3CO~|~CH2CO,BTI,-153.7101,10.1016/j.cej.2024.158667
HCO,CH3~|~CH2~|~CH~|~C,206.82304,10.1016/j.cej.2024.158667
HCO,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,179.49791,10.1016/j.cej.2024.158667
HCO,ACH~|~AC,91.4765,10.1016/j.cej.2024.158667
HCO,ACCH3~|~ACCH2~|~ACCH,162.29187,10.1016/j.cej.2024.158667
HCO,OH,205.04137,10.1016/j.cej.2024.158667
HCO,CH3OH,167.183,10.1016/j.cej.2024.158667
HCO,H2O,299.7481,10.1016/j.cej.2024.158667
HCO,ACOH,-125.89004,10.1016/j.cej.2024.158667
HCO,CH3CO~|~CH2CO,34.88727,10.1016/j.cej.2024.158667
HCO,CH3COO~|~CH2COO,10.298857,10.1016/j.cej.2024.158667
HCO,HCOO,67.38783,10.1016/j.cej.2024.158667
HCO,CH3O~|~CH2O~|~CHO~|~THF,-12.911827,10.1016/j.cej.2024.158667
HCO,CH3NH2~|~CH2NH2~|~CHNH2,44.70073,10.1016/j.cej.2024.158667
HCO,CH3NH~|~CH2NH~|~CHNH,146.46336,10.1016/j.cej.2024.158667
HCO,CH3N~|~CH2N,102.3191,10.1016/j.cej.2024.158667
HCO,ACNH2,199.97179,10.1016/j.cej.2024.158667
HCO,C5H5N~|~C5H4N~|~C5H3N,-19.956953,10.1016/j.cej.2024.158667
HCO,CH3CN~|~CH2CN,131.7226,10.1016/j.cej.2024.158667
HCO,COOH~|~HCOOH,61.489525,10.1016/j.cej.2024.158667
HCO,CH2CL~|~CHCL~|~CCL,47.688908,10.1016/j.cej.2024.158667
HCO,CH2CL2~|~CHCL2~|~CCL2,-10.817996,10.1016/j.cej.2024.158667
HCO,CHCL3~|~CCL3,14.399427,10.1016/j.cej.2024.158667
HCO,CCL4,135.05115,10.1016/j.cej.2024.158667
HCO,ACCL,262.7575,10.1016/j.cej.2024.158667
HCO,CH3NO2~|~CH2NO2~|~CHNO2,44.396652,10.1016/j.cej.2024.158667
HCO,ACNO2,158.34262,10.1016/j.cej.2024.158667
HCO,CS2,398.9261,10.1016/j.cej.2024.158667
HCO,CH3SH~|~CH2SH,99.254,10.1016/j.cej.2024.158667
HCO,FURFURAL,20.234264,10.1016/j.cej.2024.158667
HCO,DOH,175.6589,10.1016/j.cej.2024.158667
HCO,I,289.47528,10.1016/j.cej.2024.158667
HCO,BR,88.79764,10.1016/j.cej.2024.158667
HCO,CH=-C~|~C=-C,42.529915,10.1016/j.cej.2024.158667
HCO,DMSO,92.497986,10.1016/j.cej.2024.158667
HCO,ACRY,69.36937,10.1016/j.cej.2024.158667
HCO,CL-(C=C),46.40343,10.1016/j.cej.2024.158667
HCO,ACF,132.15771,10.1016/j.cej.2024.158667
HCO,DMF~|~HCON(..,37.907433,10.1016/j.cej.2024.158667
HCO,CF3~|~CF2~|~CF,-9.628636,10.1016/j.cej.2024.158667
HCO,COO,66.225136,10.1016/j.cej.2024.158667
HCO,SIH3~|~SIH2~|~SIH~|~SI,-40.376152,10.1016/j.cej.2024.158667
HCO,SIH2O~|~SIHO~|~SIO,-66.51225,10.1016/j.cej.2024.158667
HCO,NMP,86.482285,10.1016/j.cej.2024.158667
HCO,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,56.588715,10.1016/j.cej.2024.158667
HCO,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,242.11687,10.1016/j.cej.2024.158667
HCO,C2H5O2~|~C2H4O2,74.00979,10.1016/j.cej.2024.158667
HCO,CH3S~|~CH2S~|~CHS,77.149925,10.1016/j.cej.2024.158667
HCO,MORPH,35.631336,10.1016/j.cej.2024.158667
HCO,C4H4S~|~C4H3S~|~C4H2S,85.33828,10.1016/j.cej.2024.158667
HCO,NCO,53.56188,10.1016/j.cej.2024.158667
HCO,CH2SuCH2~|~CH2SuCH,147.94557,10.1016/j.cej.2024.158667
HCO,IMIDAZOL,-17.588427,10.1016/j.cej.2024.158667
HCO,BTI,-112.781815,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3~|~CH2~|~CH~|~C,96.33946,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,57.431488,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,ACH~|~AC,-19.580832,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,ACCH3~|~ACCH2~|~ACCH,50.751797,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,OH,195.1813,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3OH,183.91328,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,H2O,243.71194,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,ACOH,-93.56378,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3CO~|~CH2CO,50.681915,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,HCO,56.881298,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,HCOO,35.986084,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3O~|~CH2O~|~CHO~|~THF,-42.395824,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3NH2~|~CH2NH2~|~CHNH2,53.040077,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3NH~|~CH2NH~|~CHNH,73.76134,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3N~|~CH2N,102.305374,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,ACNH2,314.3969,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,C5H5N~|~C5H4N~|~C5H3N,14.181777,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3CN~|~CH2CN,43.398956,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,COOH~|~HCOOH,67.31923,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH2CL~|~CHCL~|~CCL,-54.059605,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH2CL2~|~CHCL2~|~CCL2,-124.725006,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CHCL3~|~CCL3,-108.28722,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CCL4,5.6647534,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,ACCL,78.467354,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3NO2~|~CH2NO2~|~CHNO2,-41.723385,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,ACNO2,9.040166,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CS2,182.87375,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3SH~|~CH2SH,-45.038357,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,FURFURAL,-15.161658,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,DOH,178.17686,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,I,58.563988,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,BR,-79.275795,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH=-C~|~C=-C,-58.97762,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,DMSO,86.01081,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,ACRY,-12.783547,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CL-(C=C),-95.01523,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,ACF,80.484406,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,DMF~|~HCON(..,4.900228,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CF3~|~CF2~|~CF,-18.073387,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,COO,161.66098,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,SIH3~|~SIH2~|~SIH~|~SI,-33.72346,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,SIH2O~|~SIHO~|~SIO,-42.800728,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,NMP,39.19458,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,29.473541,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,183.9133,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,C2H5O2~|~C2H4O2,113.419,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH3S~|~CH2S~|~CHS,11.607575,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,MORPH,14.516889,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,C4H4S~|~C4H3S~|~C4H2S,-1.3697937,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,NCO,13.502994,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,CH2SuCH2~|~CH2SuCH,125.85804,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,IMIDAZOL,-7.3566246,10.1016/j.cej.2024.158667
CH3COO~|~CH2COO,BTI,-68.540085,10.1016/j.cej.2024.158667
HCOO,CH3~|~CH2~|~CH~|~C,234.22375,10.1016/j.cej.2024.158667
HCOO,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,195.83014,10.1016/j.cej.2024.158667
HCOO,ACH~|~AC,64.44597,10.1016/j.cej.2024.158667
HCOO,ACCH3~|~ACCH2~|~ACCH,177.96089,10.1016/j.cej.2024.158667
HCOO,OH,195.60614,10.1016/j.cej.2024.158667
HCOO,CH3OH,190.46312,10.1016/j.cej.2024.158667
HCOO,H2O,258.02634,10.1016/j.cej.2024.158667
