Clapeyron Database File
PCPSAFT Like Parameters; Esper et al. (2023) [csvtype = like]
species,Mw,segment,sigma,epsilon,dipole,n_a,n_b,source,type,bounds_violation
palmitic acid~|~hexadecanoic acid,256.24,5.64924,4.24137,295.39763,0.0,1,1,,ASSOCIATIVE,OK
butylamine~|~1-butylamine~|~n-butylamine~|~1-butanamine,73.089,3.45618,3.33791,214.9587,0.0,1,1,,ASSOCIATIVE,OK
cyclopentanone,84.058,2.73623,3.55072,297.20182,3.0,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
oleic acid~|~cis-9-octadecenoic acid~|~(z)-9-octadecenoic acid,282.256,12.31107,3.29467,227.04936,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
piperidine,85.089,2.61685,3.7246,291.63502,0.0,1,1,,ASSOCIATIVE,OK
r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,85.973,2.4077,3.15948,187.11613,1.458,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
r12~|~dichlorodifluoromethane,119.935,2.20725,3.5654,206.85391,0.0,0,0,,NONPOLAR,OK
r1216~|~perfluoropropene~|~hexafluoropropene~|~perfluoropropylene~|~hexafluoropropylene,149.99,3.40869,3.22719,159.26613,0.0,0,0,,NONPOLAR,OK
rc318~|~perfluorocyclobutane~|~octafluorocyclobutane,199.987,3.62556,3.40444,167.17625,0.0,0,0,,NONPOLAR,OK
methyl myristate~|~methyl tetradecanoate~|~tetradecanoic acid methyl ester,242.225,7.41351,3.74564,248.9239,1.61,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
phenylhydrazine,108.069,4.19131,3.25211,280.19172,0.0,2,2,,ASSOCIATIVE,kappa_ab: higher
cyclohexanone,98.073,2.83191,3.71161,309.90592,3.1,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
caprolactam~|~epsilon-caprolactam~|~1-aza-2-cycloheptanone,113.084,4.07536,3.3715,336.76939,0.0,1,1,,ASSOCIATIVE,OK
cyclohexanol,100.089,2.52808,3.92808,324.7137,0.0,1,1,,ASSOCIATIVE,OK
methyl palmitate~|~methyl hexadecanoate~|~hexadecanoicacidmethylester,270.256,8.09875,3.78262,250.23475,1.59,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"2,4-dimethylpyridine",107.073,3.3186,3.62841,294.02923,0.0,1,0,,NONPOLAR,OK
2-nitropropane,89.048,2.8167,3.52614,268.14211,3.73,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
pentene~|~1-pentene,70.078,2.47815,3.80288,238.16333,0.0,0,0,,NONPOLAR,OK
vinyltrichlorosilane~|~trichlorovinylsilane,159.907,2.67195,3.97091,271.64431,2.04,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
r20b3~|~chbr3~|~bromoform~|~tribromomethane,249.763,2.43366,3.68471,351.32037,0.99,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
trimethyl borate~|~boric acid trimethyl ester,104.064,4.54615,3.15341,194.5729,0.81,3,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methyl methacrylate~|~methacrylic acid methyl ester,100.052,3.57924,3.39218,242.60295,1.67,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-methyl-2-butene,70.078,2.62219,3.69452,238.72745,0.0,0,0,,NONPOLAR,OK
2-methyl-1-butene,70.078,2.6183,3.70315,232.75728,0.0,0,0,,NONPOLAR,OK
stearic acid~|~octadecanoic acid,284.272,6.37168,4.2222,291.22148,0.0,1,1,,ASSOCIATIVE,OK
isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,88.089,3.18136,3.62362,258.53327,0.0,1,1,,ASSOCIATIVE,OK
bromoethene~|~vinyl bromide,105.942,1.55373,3.86848,307.67039,1.42,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
hexanoic acid~|~n-hexanoic acid~|~n-pentyl formate,116.084,5.20044,3.23829,251.70798,0.0,1,1,,ASSOCIATIVE,OK
caprylic acid~|~octanoic acid~|~n-octanoic acid,144.115,4.52532,3.69205,270.90527,0.0,1,1,,ASSOCIATIVE,OK
methyl vinyl dichlorosilane,139.962,2.89579,3.88105,260.14092,2.29,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
chloroacetyl chloride,111.948,3.54927,3.08318,250.59059,2.23,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,90.068,4.58099,3.04974,209.35432,0.0,2,1,,ASSOCIATIVE,OK
isobutylamine~|~2-methylpropylamine~|~2-methyl-1-propanamine,73.089,3.28521,3.37756,232.76833,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
furfuryl alcohol~|~2-hydroxymethylfuran,98.037,4.69111,2.91043,199.02602,0.0,2,1,,ASSOCIATIVE,OK
1-chlorooctane,148.102,4.33772,3.76398,261.5508,0.0,0,0,,NONPOLAR,OK
"2,4-xylenol~|~2,4-dimethylphenol",122.073,2.35891,4.22855,380.08854,0.0,1,1,,ASSOCIATIVE,OK
"3,5-xylenol~|~3,5-dimethylphenol",122.073,2.76731,4.01502,358.61558,0.0,1,1,,ASSOCIATIVE,OK
methacrylonitrile~|~isopropenylnitrile,67.042,2.67194,3.49665,247.41785,3.69,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",76.052,3.96671,2.98708,241.41087,0.0,2,2,,ASSOCIATIVE,OK
thiophene,84.003,2.39045,3.54152,299.898,0.0,1,0,,NONPOLAR,OK
n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,99.068,3.22439,3.50038,312.79027,4.09,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
3-pentanone~|~pentan-3-one~|~diethylketone,86.073,3.30248,3.48706,248.98034,2.7,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
3-hexanone,100.089,3.6802,3.541,252.67369,0.0,1,0,,NONPOLAR,OK
4-heptanone,114.104,3.94757,3.62582,251.77395,2.5,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,102.068,3.70164,3.43596,240.20651,2.03,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-methylfuran,82.042,2.82417,3.4514,253.04412,0.0,1,0,,NONPOLAR,OK
3-methylbutanal~|~3-methylbutyraldehyde,86.073,3.18638,3.55785,253.00738,0.0,1,0,,NONPOLAR,OK
methylformate~|~methyl methanoate,60.021,2.66025,3.08466,237.14078,1.77,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methylacetamide~|~n-methylacetamide,73.053,2.0377,3.83465,394.28242,0.0,1,1,,ASSOCIATIVE,OK
2-methyltetrahydrofuran,86.073,2.78946,3.61711,264.54431,0.0,1,0,,NONPOLAR,OK
chloroacetic acid~|~chloroethanoic acid,93.982,3.79691,2.9282,295.94818,0.0,1,1,,ASSOCIATIVE,OK
1-hexanol~|~hexan-1-ol,102.104,3.54758,3.66507,258.93419,0.0,1,1,,ASSOCIATIVE,OK
perfluorobenzene~|~hexafluorobenzene,185.99,3.78235,3.39118,221.62509,0.0,0,0,,NONPOLAR,OK
acrylic acid~|~propenoic acid,72.021,1.33998,4.1931,329.42843,0.0,1,1,,ASSOCIATIVE,OK
cyclohexylamine,99.105,1.88961,4.44098,360.7346,0.0,1,1,,ASSOCIATIVE,OK
perfluoroheptane~|~perfluoro-n-heptane~|~hexadecafluoroheptane,387.974,5.11596,3.75187,180.92292,1.7,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"2,3-dimethylpentane",100.125,3.01421,3.95476,252.04445,0.0,0,0,,NONPOLAR,OK
perfluorotributylamine,670.96,7.8785,3.81305,186.54834,0.0,1,0,,NONPOLAR,OK
isobutyric acid~|~2-methylpropanoic acid,88.052,4.65594,3.01643,244.64733,0.0,1,1,,ASSOCIATIVE,OK
"2-methyl-2,4-pentanediol",118.099,2.13221,4.5,295.2972,0.0,2,2,,ASSOCIATIVE,sigma: higher
crotonaldehyde,70.042,3.1553,3.27402,237.57432,3.67,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methyl benzoate~|~benzoic acid methyl ester,136.052,3.91645,3.54898,292.90915,1.9,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"dimethyl isophthalate~|~dimethyl 1,3-benzenedicarboxylate~|~1,3-benzenedicarboxylicaciddimethylester",194.058,5.29754,3.51856,295.20138,2.23,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
butanal~|~1-butanal~|~butyraldehyde,72.058,3.15915,3.34711,234.75179,2.72,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"cyclopentadiene~|~1,3-cyclopentadiene",66.047,2.02526,3.7433,286.49392,0.0,0,0,,NONPOLAR,OK
cis-decalin~|~decahydronaphthalene~|~cis-decahydronaphthalene,138.141,2.85516,4.24508,339.05267,0.0,0,0,,NONPOLAR,OK
isobutane~|~2-methylpropane,58.078,2.23943,3.77033,217.60377,0.0,0,0,,NONPOLAR,OK
n-butyl acrylate~|~butyl 2-propenoate~|~2-propenoicacidbutylester,128.084,4.32452,3.52968,243.11798,1.93,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
ethyl acrylate~|~ethyl propenoate~|~2-propenoicacidethylester,100.052,3.6548,3.38559,239.20215,1.6,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"halothane~|~2-bromo-2-chloro-1,1,1-trifluoroethane~|~1-bromo-1-chloro-2,2,2-trifluoroethane",195.89,3.07638,3.48889,227.52797,0.0,0,0,,NONPOLAR,OK
ethylamine~|~ethanamine,45.058,2.79195,3.08254,217.92545,0.0,1,1,,ASSOCIATIVE,OK
chloroethane~|~ethyl chloride,64.008,2.1914,3.4313,239.009,2.05,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"oxylene~|~o-xylene~|~1,2-dimethylbenzene",106.078,3.09708,3.76975,293.05747,0.0,0,0,,NONPOLAR,OK
2-butoxyethyl acetate~|~2-butoxyethanolacetate~|~ethylene glycol monobutyl ether acetate,160.11,5.49081,3.47348,238.23978,0.0,3,0,,NONPOLAR,OK
bucooh~|~n-bucooh~|~pentanoic acid~|~n-pentanoic acid,102.068,5.82828,2.92283,237.14427,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
methylaniline~|~n-methylaniline,107.073,2.72168,3.86206,302.8269,0.0,1,1,,ASSOCIATIVE,OK
propionitrile~|~propanenitrile,55.042,2.81226,3.25093,227.25383,4.02,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-nonene,126.141,4.09616,3.84022,245.89649,0.0,0,0,,NONPOLAR,OK
2-chloropropane~|~isopropyl chloride,78.024,2.32462,3.65984,248.20394,2.17,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
3-chloropropene~|~3-chloro-1-propene,76.008,2.43958,3.49129,254.12751,2.0,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
furan,68.026,2.52507,3.3022,247.3907,0.0,1,0,,NONPOLAR,OK
propyl chloride~|~1-chloropropane,78.024,2.45129,3.58053,253.32939,2.05,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-phenylethanol~|~sec-phenethylalcohol~|~alpha.-phenylethanol~|~alpha-methylbenzyl alcohol,122.073,4.6755,3.31694,271.41395,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
dibutylamine~|~di-n-butylamine,129.152,2.87347,4.3743,304.20185,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
ethyl propyl ether,88.089,3.26608,3.60144,226.16461,1.2,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
dipropyl ether~|~di-n-propylether,102.104,3.45243,3.70913,235.33454,1.21,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-ethoxybutane~|~butyl ethyl ether~|~ethyl butyl ether~|~n-butyl ethyl ether,102.104,3.90467,3.5498,221.68777,1.2,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"methyllinoleate~|~methyl (z,z)-9,12-octadecadienate~|~(z,z)-9,12-octadecadienoic acid methyl ester",294.256,7.963,3.9006,262.34149,0.0,2,0,,NONPOLAR,OK
2-methylcyclohexanol,114.104,2.00747,4.5,377.71247,0.0,1,1,,ASSOCIATIVE,sigma: higher
1-heptanol~|~heptan-1-ol,116.12,3.1954,3.9887,282.2732,0.0,1,1,,ASSOCIATIVE,OK
1-octanol~|~octan-1-ol,130.136,3.43095,4.04911,287.13533,0.0,1,1,,ASSOCIATIVE,OK
1-decanol~|~decan-1-ol,158.167,4.16225,4.03914,283.50451,0.0,1,1,,ASSOCIATIVE,OK
lauric acid~|~dodecanoic acid~|~n-dodecanoic acid,200.178,5.1324,4.0044,285.99504,0.0,1,1,,ASSOCIATIVE,OK
myristic acid~|~tetradecanoic acid,228.209,4.85659,4.2871,301.53096,0.0,1,1,,ASSOCIATIVE,OK
methyl dodecanoate~|~dodecanoicacidmethylester,214.193,6.62736,3.72213,248.81581,1.7,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methyl stearate~|~methyl octadecanoate~|~octadecanoicacidmethylester,298.287,9.24031,3.73727,246.10629,1.56,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
cumene~|~isopropylbenzene,120.094,3.25816,3.88643,287.70609,0.0,0,0,,NONPOLAR,OK
2-isopropylnaphthalene~|~2-(1-methylethyl)naphthalene,170.11,4.28552,3.87277,314.67125,0.0,0,0,,NONPOLAR,OK
2-naphthol~|~2-hydroxynaphthalene,144.058,2.98372,3.9732,368.17562,0.0,1,1,,ASSOCIATIVE,OK
1-decene,140.157,4.42919,3.86559,248.89256,0.0,0,0,,NONPOLAR,OK
3-methyl-1-butene,70.078,2.47206,3.7988,230.41994,0.0,0,0,,NONPOLAR,OK
"(e)-1,3-pentadiene~|~trans-1,3-pentadiene",68.063,2.56843,3.66691,245.81166,0.0,0,0,,NONPOLAR,OK
2-methyl-2-pentene,84.094,2.95813,3.75296,241.79835,0.0,0,0,,NONPOLAR,OK
2-methyl-3-pentanol,102.104,3.96657,3.48877,237.98826,0.0,1,1,,ASSOCIATIVE,OK
2-methyl-1-hexanol,116.12,3.06366,3.64828,115.06955,0.0,1,1,,ASSOCIATIVE,OK
"butadiene~|~1,3-butadiene",54.047,2.23776,3.58327,228.30251,0.0,0,0,,NONPOLAR,OK
butenyne~|~1-buten-3-yne~|~vinylacetylene,52.031,2.54996,3.29694,222.7416,0.0,0,0,,NONPOLAR,OK
"2,3-dimethylbutane",86.11,2.69778,3.94028,245.5423,0.0,0,0,,NONPOLAR,OK
butene~|~1-butene,56.063,1.9712,3.84602,240.79304,0.0,0,0,,NONPOLAR,OK
propylbenzene~|~n-propylbenzene,120.094,3.3635,3.84131,287.00112,0.0,0,0,,NONPOLAR,OK
"2,2-dimethylbutane",86.11,2.65457,3.9786,240.54294,0.0,0,0,,NONPOLAR,OK
ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate,116.084,4.08102,3.49462,235.4516,1.8,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
acetophenone~|~methyl phenyl ketone,120.058,3.51297,3.60957,310.07321,3.0,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester,116.084,4.04851,3.49676,233.32721,1.9,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
maleic anhydride,98.0,3.00335,3.27402,320.56081,4.0,3,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methyl isocyanate~|~isocyanic acid methyl ester,57.021,2.38707,3.18418,231.12726,2.8,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-propylamine~|~2-propanamine~|~isopropylamine,59.073,2.6766,3.43553,228.61953,0.0,1,1,,ASSOCIATIVE,OK
propylamine~|~n-propylamine~|~1-propylamine~|~propan-1-amine,59.073,2.9366,3.28956,236.80068,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
allyl isothiocyanate,99.014,2.62321,3.73506,335.16731,0.0,2,0,,NONPOLAR,OK
2-ethyl-1-hexanol,130.136,3.93947,3.8296,267.50639,0.0,1,1,,ASSOCIATIVE,OK
isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,102.068,3.72003,3.43834,227.83831,1.75,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,3-dioxolane",74.037,2.9603,3.1356,261.25062,0.0,2,0,,NONPOLAR,OK
cycloheptane,98.11,2.69647,3.92413,296.18688,0.0,0,0,,NONPOLAR,OK
cyclooctane,112.125,2.93798,3.97827,303.94822,0.0,0,0,,NONPOLAR,OK
cycloheptanol,114.104,6.45328,2.91623,224.25293,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
"1,2-propanediamine",74.084,3.91558,3.11145,231.96745,0.0,2,2,,ASSOCIATIVE,OK
tridecane~|~n-tridecane,184.219,5.6357,3.82246,252.01401,0.0,0,0,,NONPOLAR,OK
p-cymene~|~p-isopropyltoluene~|~4-isopropyltoluene~|~1-methyl-4-isopropylbenzene~|~1-(1-methylethyl)-4-methylbenzene,134.11,3.69217,3.89617,281.4887,0.0,0,0,,NONPOLAR,OK
"1,2,3-trichloropropane",145.946,5.26632,2.98675,232.43623,1.6,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
dichlorodimethylsilane~|~dimethyl dichlorosilane,127.962,2.95264,3.75222,242.40029,1.89,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"dmmea~|~dimethylethanolamine~|~n,n-dimethylethanolamine~|~2-(dimethylamino)-ethanol~|~2-(n,n-dimethylamino)ethanol",89.084,1.6332,4.5,368.69906,0.0,2,1,,ASSOCIATIVE,sigma: higher
"n-butyl methacrylate~|~butyl 2-methyl-2-propenoate~|~methacrylic acid, butyl ester~|~2-methyl-2-propenoicacidbutylester",142.099,4.38285,3.66084,249.35497,2.15,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
nonane~|~n-nonane,128.157,4.3188,3.79721,241.29275,0.0,0,0,,NONPOLAR,OK
propanal~|~1-propanal~|~propionaldehyde,58.042,2.56038,3.31135,242.9782,2.52,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methylpropionate~|~methyl propanoate,88.052,3.50937,3.28854,232.26809,1.7,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
ethylcyclohexane,112.125,3.01815,4.01325,282.88454,0.0,0,0,,NONPOLAR,OK
"2,2,3-trichloroheptafluorobutane",285.895,3.76296,3.81802,226.01016,0.0,0,0,,NONPOLAR,OK
"3,6-dioxa-1-decanol~|~diethyleneglycolmonobutylether",162.126,4.18108,3.889,274.29093,0.0,3,1,,ASSOCIATIVE,OK
methyl hexanoate~|~hexanoic acid methyl ester,130.099,4.46579,3.53192,241.73075,0.0,2,0,,NONPOLAR,OK
methyl octanoate~|~methyl caprylate~|~octanoic acid methyl ester,158.131,5.13287,3.62464,245.75778,1.71,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methyl decanoate~|~decanoicacidmethylester,186.162,5.79931,3.69896,249.01319,2.08,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-naphthol,144.058,4.44105,3.41857,330.16927,0.0,1,1,,ASSOCIATIVE,"kappa_ab: lower, epsilon_k_ab: lower"
phenyltrichlorosilane~|~trichlorophenylsilane,209.923,3.77834,3.89057,292.96505,2.41,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-phenylnaphthalene,204.094,4.67811,3.87973,341.50457,0.0,0,0,,NONPOLAR,OK
amyl acetate~|~pentylacetate~|~n-pentylacetate~|~pentyl ethanoate,130.099,4.60041,3.50236,236.22568,1.75,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"diisobutyl ketone~|~2,6-dimethyl-4-heptanone",142.136,4.53851,3.73538,244.4656,2.66,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester,88.052,3.26636,3.39012,241.43453,1.9,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-thiabutane~|~(methylthio)-ethane~|~methyl ethyl sulfide~|~ethyl methyl sulfide,76.035,2.5505,3.58655,268.23242,1.56,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
3-thiapentane~|~diethylsulfide,90.05,3.03562,3.59981,258.53433,1.54,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,6-hexanediamine~|~hexamethylenediamine",116.131,5.09154,3.32619,253.18039,0.0,2,2,,ASSOCIATIVE,OK
butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,144.115,4.30318,3.74007,251.37323,2.05,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"adiponitrile~|~hexanedinitrile~|~1,4-dicyanobutane",108.069,3.37751,3.67695,384.95254,3.75,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
benzoic acid,122.037,4.69617,3.17729,289.91378,0.0,1,1,,ASSOCIATIVE,OK
"perfluorotriethylamine~|~pentadecafluoro-n,n-diethylethanamine",370.979,4.9909,3.69676,177.52418,0.0,1,0,,NONPOLAR,OK
mm~|~hexamethyldisiloxane,162.09,4.18557,4.01414,210.72432,0.0,1,0,,NONPOLAR,OK
3-methyl-2-butanone~|~methyl isopropyl ketone,86.073,3.2175,3.52097,245.29191,2.8,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
propylpropionate~|~propyl propanoate~|~n-propyl propanoate~|~n-propyl propionate~|~propanoic acid propyl ester,116.084,4.10988,3.48087,235.72041,1.8,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
chinoline~|~quinoline,129.058,3.21692,3.75564,354.75915,2.29,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
propynol~|~2-propyn-1-ol~|~propargyl alcohol,56.026,1.41083,3.946,453.72285,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
cyclohexylbenzene~|~phenylcyclohexane,160.125,3.7126,4.02435,320.80454,0.0,0,0,,NONPOLAR,OK
"2,4-dichlorophenol",161.964,1.88812,4.5,449.15265,0.0,1,1,,ASSOCIATIVE,sigma: higher
"epichlorohydrin~|~alpha-epichlorohydrin~|~(chloromethyl)-oxirane~|~1-chloro-2,3-epoxypropane",92.003,3.1093,3.24064,280.40042,1.8,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
teg~|~triethylene glycol,150.089,2.30566,4.5,387.95704,0.0,4,2,,ASSOCIATIVE,sigma: higher
r13~|~chlorotrifluoromethane,103.964,2.17546,3.3847,163.02242,0.0,0,0,,NONPOLAR,OK
chlorocyclohexane,118.055,2.74132,3.91077,309.79483,2.24,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-(2-methoxyethoxy)ethanol~|~diethylene glycol monomethyl ether,120.079,2.18534,4.30808,342.56292,0.0,3,1,,ASSOCIATIVE,OK
(e)-2-butene~|~trans-2-butene,56.063,2.32053,3.62326,226.55317,0.0,0,0,,NONPOLAR,OK
dimethyl carbonate~|~carbonic acid dimethyl ester,90.032,3.26747,3.23875,253.77584,0.9,3,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
5-nonanone,142.136,4.71781,3.68017,252.35146,2.74,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-isopropoxyethanol,104.084,1.8659,4.5,345.81026,0.0,2,1,,ASSOCIATIVE,sigma: higher
"3,6-dioxa-1-octanol~|~2-(2-ethoxyethoxy)ethanol~|~diethylene glycol ethyl ether~|~diethyleneglycolmonoethylether",134.094,2.13015,4.5,283.49161,0.0,3,1,,ASSOCIATIVE,sigma: higher
isobutene~|~isobutylene~|~2-methylpropene,56.063,2.17683,3.70792,227.5538,0.0,0,0,,NONPOLAR,OK
ethylene glycol acetate monomethyl ether,118.063,5.00381,3.14689,228.89345,0.0,3,0,,NONPOLAR,OK
isobutanal~|~2-methylpropanal,72.058,2.88452,3.44627,240.63343,2.5,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-butene,56.063,2.39076,3.55752,225.86263,0.0,0,0,,NONPOLAR,OK
tert-butylamine~|~2-methyl-2-propanamine,73.089,2.30326,3.91087,241.99467,0.0,1,1,,ASSOCIATIVE,OK
deg~|~diethylene glycol,106.063,3.36723,3.40911,174.98848,0.0,3,2,,ASSOCIATIVE,OK
3-methylhexane~|~3-methyl-hexane,100.125,3.23144,3.87322,243.83414,0.0,0,0,,NONPOLAR,OK
methylacrylate~|~methyl propenoate~|~2-propenoic acid methyl ester,86.037,3.08311,3.36762,250.74352,1.77,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
perfluorohexane~|~n-perfluorohexane~|~perfluoro-n-hexane,337.978,4.71463,3.68131,176.00639,0.0,0,0,,NONPOLAR,OK
"1,2,4-trichlorobenzene",179.93,3.2833,3.77251,333.7118,1.26,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"neopentane~|~2,2-dimethylpropane",72.094,2.35712,3.95028,225.61501,0.0,0,0,,NONPOLAR,OK
tetramethylsilane,88.071,2.6885,3.95084,220.42758,0.0,0,0,,NONPOLAR,OK
4-methyl-2-pentanol,102.104,4.41997,3.3789,223.2349,0.0,1,1,,ASSOCIATIVE,OK
biphenyl,154.078,3.96136,3.77757,324.59821,0.0,0,0,,NONPOLAR,OK
diphenylmethane,168.094,4.27215,3.82054,314.71829,0.0,0,0,,NONPOLAR,OK
2-butylbenzene~|~sec-butyl benzene~|~(1-methylpropyl)benzene,134.11,3.43052,3.97298,290.97705,0.0,0,0,,NONPOLAR,OK
2-methyl-1-pentene,84.094,2.91935,3.77441,239.2978,0.0,0,0,,NONPOLAR,OK
4-methyl-1-pentene,84.094,2.81875,3.84828,236.7748,0.0,0,0,,NONPOLAR,OK
5-ethylidene-2-norbornene~|~5-ethylidenebicyclo[2.2.1]hept-2-ene~|~cis-5-ethylidenebicyclo[2.2.1]hept-2-ene,120.094,3.17637,3.85927,288.76235,0.0,0,0,,NONPOLAR,OK
"dicyclopentadiene~|~3a,4,7,7a-tetrahydro-4,7-methanoindene",132.094,2.54336,4.21529,350.27415,0.0,0,0,,NONPOLAR,OK
eicosane~|~n-eicosane,282.329,8.46943,3.9001,250.82494,0.0,0,0,,NONPOLAR,OK
"mesitylene~|~1,3,5-trimethylbenzene",120.094,3.5272,3.78375,283.77403,0.0,0,0,,NONPOLAR,OK
benzyl acetate~|~benzyl ethanoate~|~acetic acid benzyl ester~|~aceticacidphenylmethylester,150.068,4.76429,3.46175,272.27961,1.8,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-nitrotoluene~|~o-nitrotoluene,137.048,3.60889,3.60217,313.55931,3.75,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
3-nitrotoluene~|~m-nitrotoluene,137.048,3.51777,3.64735,318.85702,4.23,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
p-nitrotoluene~|~1-methyl-4-nitrobenzene~|~1-methyl-4-nitro-benzene,137.048,3.78116,3.56015,309.08416,4.44,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
benzyl chloride~|~(chloromethyl)benzene~|~(chloromethyl)-benzene,126.024,3.57621,3.54454,295.46864,1.89,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
