Clapeyron Database Parameters
Asymmetric parameters for mixing Multiparameter EoS [csvtype = unlike]
species1,cas1,species2,cas2,beta_v,gamma_v,beta_T,gamma_T,source
"r124~|~1-chloro-1,2,2,2-tetrafluoroethane~|~2-chloro-1,1,1,2-tetrafluoroethane",2837-89-0,"r142b~|~1-chloro-1,1-difluoroethane",75-68-3,1.0,1.0,0.99802,1.0032,10.1021/acs.jced.6b00257
r125~|~pentafluoroethane,354-33-6,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,0.99429,1.00282,10.1021/acs.jced.6b00257
r125~|~pentafluoroethane,354-33-6,r161~|~fluoroethane~|~ethyl fluoride,353-36-6,1.0,1.0,1.01043,0.99311,10.1021/acs.jced.6b00257
r125~|~pentafluoroethane,354-33-6,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,1.00101,1.00302,10.1021/acs.jced.6b00257
r125~|~pentafluoroethane,354-33-6,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.99685,1.00309,10.1021/acs.jced.6b00257
r125~|~pentafluoroethane,354-33-6,"r236ea~|~1,1,1,2,3,3-hexafluoropropane",431-63-0,1.0,1.0,0.99947,1.01046,10.1021/acs.jced.6b00257
r125~|~pentafluoroethane,354-33-6,"r236fa~|~1,1,1,3,3,3-hexafluoropropane",690-39-1,1.0,1.0,0.9996,1.01028,10.1021/acs.jced.6b00257
r125~|~pentafluoroethane,354-33-6,"r245fa~|~1,1,1,3,3-pentafluoropropane",460-73-1,1.0,1.0,0.99836,1.01325,10.1021/acs.jced.6b00257
r125~|~pentafluoroethane,354-33-6,re143a~|~hfe143m~|~trifluoromethoxymethane~|~trifluoromethyl methyl ether,421-14-7,1.0,1.0,1.00105,1.00517,10.1021/acs.jced.6b00257
r13~|~chlorotrifluoromethane,75-72-9,r14~|~perfluoromethane~|~tetrafluoromethane~|~carbon tetrafluoride,75-73-0,1.0,1.0,0.99884,0.99334,10.1021/acs.jced.6b00257
r13~|~chlorotrifluoromethane,75-72-9,r23~|~trifluoromethane,75-46-7,1.0,1.0,1.00234,0.93027,10.1021/acs.jced.6b00257
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,"r141b~|~1,1-dichloro-1-fluoroethane",1717-00-6,1.0,1.0,1.00716,0.96823,10.1021/acs.jced.6b00257
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,"r142b~|~1-chloro-1,1-difluoroethane",75-68-3,1.0,1.0,1.00176,0.98544,10.1021/acs.jced.6b00257
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,r161~|~fluoroethane~|~ethyl fluoride,353-36-6,1.0,1.0,1.00101,1.00619,10.1021/acs.jced.6b00257
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,r218~|~perfluoropropane~|~octafluoropropane,76-19-7,1.0,1.0,0.99885,0.9228,10.1021/acs.jced.6b00257
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.99975,0.99196,10.1021/acs.jced.6b00257
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,1.00135,0.98915,10.1021/acs.jced.6b00257
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,r23~|~trifluoromethane,75-46-7,1.0,1.0,1.00246,1.0219,10.1021/acs.jced.6b00257
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,"r236fa~|~1,1,1,3,3,3-hexafluoropropane",690-39-1,1.0,1.0,0.99958,1.00198,10.1021/acs.jced.6b00257
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,re143a~|~hfe143m~|~trifluoromethoxymethane~|~trifluoromethyl methyl ether,421-14-7,1.0,1.0,0.99957,0.99594,10.1021/acs.jced.6b00257
r14~|~perfluoromethane~|~tetrafluoromethane~|~carbon tetrafluoride,75-73-0,r23~|~trifluoromethane,75-46-7,1.0,1.0,1.01673,0.94295,10.1021/acs.jced.6b00257
r14~|~perfluoromethane~|~tetrafluoromethane~|~carbon tetrafluoride,75-73-0,toluene,108-88-3,1.0,1.0,0.92032,1.18828,10.1021/acs.jced.6b00257
"r142b~|~1-chloro-1,1-difluoroethane",75-68-3,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,1.0043,1.00646,10.1021/acs.jced.6b00257
"r142b~|~1-chloro-1,1-difluoroethane",75-68-3,r32~|~difluoromethane,75-10-5,1.0,1.0,0.98803,0.9751,10.1021/acs.jced.6b00257
"r143a~|~1,1,1-trifluoroethane",420-46-2,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,0.99955,0.99038,10.1021/acs.jced.6b00257
"r143a~|~1,1,1-trifluoroethane",420-46-2,r161~|~fluoroethane~|~ethyl fluoride,353-36-6,1.0,1.0,0.99931,0.99556,10.1021/acs.jced.6b00257
"r143a~|~1,1,1-trifluoroethane",420-46-2,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.99197,1.00381,10.1021/acs.jced.6b00257
"r143a~|~1,1,1-trifluoroethane",420-46-2,"r236fa~|~1,1,1,3,3,3-hexafluoropropane",690-39-1,1.0,1.0,0.99911,1.01834,10.1021/acs.jced.6b00257
"r143a~|~1,1,1-trifluoroethane",420-46-2,r32~|~difluoromethane,75-10-5,1.0,1.0,0.99734,0.97488,10.1021/acs.jced.6b00257
"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,1.00239,1.01169,10.1021/acs.jced.6b00257
"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,1.0088,0.99527,10.1021/acs.jced.6b00257
"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,r23~|~trifluoromethane,75-46-7,1.0,1.0,1.00035,1.02378,10.1021/acs.jced.6b00257
"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,r32~|~difluoromethane,75-10-5,1.0,1.0,0.99966,0.99709,10.1021/acs.jced.6b00257
r161~|~fluoroethane~|~ethyl fluoride,353-36-6,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,1.00966,1.02456,10.1021/acs.jced.6b00257
r161~|~fluoroethane~|~ethyl fluoride,353-36-6,r32~|~difluoromethane,75-10-5,1.0,1.0,1.00239,0.98909,10.1021/acs.jced.6b00257
r218~|~perfluoropropane~|~octafluoropropane,76-19-7,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.98269,0.91598,10.1021/acs.jced.6b00257
r218~|~perfluoropropane~|~octafluoropropane,76-19-7,rc318~|~octafluorocyclobutane,115-25-3,1.0,1.0,1.00386,1.04248,10.1021/acs.jced.6b00257
r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.99569,0.98752,10.1021/acs.jced.6b00257
r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,rc318~|~octafluorocyclobutane,115-25-3,1.0,1.0,1.05268,0.96966,10.1021/acs.jced.6b00257
"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.9886,1.00208,10.1021/acs.jced.6b00257
"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,r32~|~difluoromethane,75-10-5,1.0,1.0,0.98611,0.97064,10.1021/acs.jced.6b00257
r23~|~trifluoromethane,75-46-7,r32~|~difluoromethane,75-10-5,1.0,1.0,1.00116,1.00385,10.1021/acs.jced.6b00257
r23~|~trifluoromethane,75-46-7,sulfur hexafluoride,2551-62-4,1.0,1.0,0.99445,0.91843,10.1021/acs.jced.6b00257
r23~|~trifluoromethane,75-46-7,toluene,108-88-3,1.0,1.0,0.96909,1.07054,10.1021/acs.jced.6b00257
"r236ea~|~1,1,1,2,3,3-hexafluoropropane",431-63-0,r32~|~difluoromethane,75-10-5,1.0,1.0,0.99812,1.01165,10.1021/acs.jced.6b00257
"r236fa~|~1,1,1,3,3,3-hexafluoropropane",690-39-1,r32~|~difluoromethane,75-10-5,1.0,1.0,0.99365,0.99661,10.1021/acs.jced.6b00257
r32~|~difluoromethane,75-10-5,sulfur hexafluoride,2551-62-4,1.0,1.0,0.9983,0.86502,10.1021/acs.jced.6b00257
r32~|~difluoromethane,75-10-5,sulfur dioxide,7446-09-5,1.0,1.0,1.00238,0.99968,10.1021/acs.jced.6b00257
r32~|~difluoromethane,75-10-5,toluene,108-88-3,1.0,1.0,1.01598,0.98173,10.1021/acs.jced.6b00257
r40~|~chloromethane~|~methyl chloride,74-87-3,r41~|~fluoromethane~|~methyl fluoride,593-53-3,1.0,1.0,0.99518,0.9981,10.1021/acs.jced.6b00257
r40~|~chloromethane~|~methyl chloride,74-87-3,xenon,7440-63-3,1.0,1.0,0.96464,1.03491,10.1021/acs.jced.6b00257
r41~|~fluoromethane~|~methyl fluoride,593-53-3,toluene,108-88-3,1.0,1.0,0.97539,1.09707,10.1021/acs.jced.6b00257
r41~|~fluoromethane~|~methyl fluoride,593-53-3,xenon,7440-63-3,1.0,1.0,0.97753,0.91395,10.1021/acs.jced.6b00257
sulfur hexafluoride,2551-62-4,xenon,7440-63-3,1.0,1.0,0.96469,0.92846,10.1021/acs.jced.6b00257
sulfur dioxide,7446-09-5,toluene,108-88-3,1.0,1.0,1.01133,1.02114,10.1021/acs.jced.6b00257
